Time,Tibialis antelior,Gastrocnemius medialis
0,0.004,0
0.001,0.001,0.004
0.002,0,0.008
0.003,0.004,0.01
0.004,0.008,0.015
0.005,0.011,0.019
0.006,0.006,0.01
0.007,0.005,0
0.008,-0.001,-0.004
0.009,0.001,-0.004
0.01,0,-0.007
0.011,0,-0.011
0.012,0,-0.014
0.013,-0.009,-0.021
0.014,-0.004,-0.007
0.015,0.005,0.004
0.016,0.011,0.007
0.017,0.007,0.005
0.018,0.008,0.004
0.019,0.007,0.002
0.02,0.008,0.002
0.021,0.004,0.001
0.022,0.001,0.004
0.023,0.006,0.007
0.024,0.011,0.006
0.025,0.012,0.007
0.026,0.009,0.001
0.027,0.006,0
0.028,0,0
0.029,0.001,0
0.03,0.003,-0.001
0.031,0.002,-0.002
0.032,-0.003,-0.008
0.033,-0.013,-0.016
0.034,-0.008,-0.011
0.035,0.003,-0.002
0.036,0.006,0.002
0.037,0.001,0.002
0.038,0.004,0.007
0.039,0.001,0.005
0.04,0.003,0.003
0.041,0.007,0.004
0.042,0.006,-0.001
0.043,0.015,0.001
0.044,0.013,0.009
0.045,0.015,0.009
0.046,0.011,0.006
0.047,0.006,0
0.048,0.003,-0.008
0.049,0.004,-0.007
0.05,0.002,-0.007
0.051,0.001,-0.006
0.052,-0.004,-0.012
0.053,-0.013,-0.017
0.054,-0.006,-0.007
0.055,0.001,0.004
0.056,0.003,0.004
0.057,0.001,0.005
0.058,0.006,0.01
0.059,0.009,0.011
0.06,0.005,0.009
0.061,0.004,0.003
0.062,0.003,0.003
0.063,0.008,0
0.064,0.007,-0.002
0.065,0.01,0
0.066,0.006,0.004
0.067,0.003,0
0.068,-0.003,-0.006
0.069,-0.001,-0.007
0.07,-0.002,-0.009
0.071,-0.003,-0.012
0.072,-0.004,-0.011
0.073,-0.015,-0.006
0.074,-0.014,-0.003
0.075,-0.001,0.001
0.076,0.007,0.003
0.077,0.003,0.003
0.078,0.006,0.004
0.079,0.006,0.005
0.08,0.008,0.007
0.081,0.01,0.005
0.082,0.005,0.001
0.083,0.007,0.002
0.084,0.013,0.003
0.085,0.013,0.004
0.086,0.004,0.003
0.087,-0.001,0
0.088,-0.006,-0.002
0.089,-0.004,-0.001
0.09,0,0.002
0.091,0.005,0.007
0.092,0.004,0.002
0.093,-0.01,-0.005
0.094,-0.008,-0.002
0.095,0.004,0.005
0.096,0.007,0.004
0.097,0.007,0
0.098,0.006,0
0.099,0.009,0.005
0.1,0.009,0
0.101,0.007,-0.007
0.102,0.004,-0.01
0.103,0.008,-0.007
0.104,0.012,-0.003
0.105,0.015,0.007
0.106,0.009,0.006
0.107,0.006,0.002
0.108,0,0.001
0.109,0.002,-0.001
0.11,0.003,-0.003
0.111,0,-0.001
0.112,0,0.002
0.113,-0.014,-0.003
0.114,-0.01,0.001
0.115,0,0.009
0.116,0.007,0.01
0.117,0.007,0.008
0.118,0.009,0.001
0.119,0.004,-0.007
0.12,0.002,-0.013
0.121,0.001,-0.014
0.122,0.006,-0.002
0.123,0.008,0.004
0.124,0.009,0.009
0.125,0.011,0.012
0.126,0.008,0.008
0.127,0.006,0.004
0.128,0.002,-0.001
0.129,0.003,0.003
0.13,0.001,0
0.131,-0.001,-0.001
0.132,-0.006,0
0.133,-0.014,-0.008
0.134,-0.011,-0.007
0.135,0.002,0.006
0.136,0.01,0.008
0.137,0.006,0
0.138,0.01,-0.002
0.139,0.008,-0.002
0.14,0.007,0
0.141,0.004,0.003
0.142,0.001,0.004
0.143,0.004,0.007
0.144,0.009,0.008
0.145,0.014,0.005
0.146,0.008,-0.002
0.147,0.003,-0.009
0.148,-0.001,-0.003
0.149,-0.002,0
0.15,-0.001,-0.001
0.151,-0.001,0.003
0.152,-0.006,-0.001
0.153,-0.018,-0.009
0.154,-0.01,-0.016
0.155,0,-0.024
0.156,0.009,-0.01
0.157,0.008,0.002
0.158,0.008,0.006
0.159,0.003,0.005
0.16,0.004,-0.003
0.161,0.003,-0.002
0.162,0.003,0.013
0.163,0.007,0.012
0.164,0.004,-0.001
0.165,0.01,-0.005
0.166,0.012,-0.004
0.167,0.007,-0.015
0.168,0,-0.022
0.169,0.001,-0.02
0.17,-0.001,-0.025
0.171,0.004,-0.039
0.172,0.004,-0.062
0.173,-0.009,-0.062
0.174,-0.007,-0.024
0.175,0.001,-0.02
0.176,0.006,-0.066
0.177,0.005,-0.025
0.178,0.015,0.078
0.179,0.016,0.12
0.18,0.013,0.084
0.181,0.01,0.092
0.182,0.005,0.051
0.183,0.009,0.042
0.184,0.012,0.038
0.185,0.008,0.031
0.186,0.005,0.034
0.187,0.002,0.017
0.188,-0.002,0.014
0.189,-0.003,0.002
0.19,0.001,0
0.191,0.002,-0.001
0.192,-0.003,0.001
0.193,-0.015,-0.011
0.194,-0.007,0
0.195,0.002,-0.001
0.196,0.008,0.003
0.197,0.004,0.001
0.198,0.007,0.01
0.199,0.006,0.008
0.2,0.002,0.002
0.201,0.006,-0.008
0.202,0.009,-0.014
0.203,0.008,-0.004
0.204,0.005,0.003
0.205,0.004,0.009
0.206,0,0.014
0.207,-0.002,0
0.208,-0.007,-0.021
0.209,-0.002,-0.03
0.21,0,-0.023
0.211,0.004,-0.003
0.212,0.001,0
0.213,-0.01,-0.007
0.214,-0.006,-0.01
0.215,0.005,-0.008
0.216,0.007,-0.012
0.217,0.007,-0.022
0.218,0.011,-0.021
0.219,0.008,-0.005
0.22,0.008,-0.004
0.221,0.005,0.009
0.222,0.004,0.008
0.223,0.004,0.003
0.224,0.002,-0.009
0.225,0.003,-0.035
0.226,0.004,-0.045
0.227,0.001,-0.045
0.228,-0.008,-0.042
0.229,-0.001,-0.066
0.23,0.007,-0.076
0.231,0.014,-0.08
0.232,0.003,-0.076
0.233,-0.01,-0.05
0.234,0,0.043
0.235,0.004,0.136
0.236,0.006,0.103
0.237,0,0.047
0.238,0.004,0.051
0.239,0.002,0.034
0.24,0.003,0.037
0.241,0.006,0.043
0.242,0.004,0.044
0.243,0.004,0.046
0.244,0.008,0.044
0.245,0.014,0.041
0.246,0.013,0.037
0.247,0.004,0.02
0.248,-0.001,-0.03
0.249,0.001,-0.042
0.25,0,-0.029
0.251,0,-0.064
0.252,-0.008,-0.111
0.253,-0.015,-0.134
0.254,-0.006,-0.095
0.255,0.008,0.03
0.256,0.016,0.043
0.257,0.012,-0.047
0.258,0.013,0.032
0.259,0.014,0.069
0.26,0.015,0.071
0.261,0.007,0.065
0.262,0.009,0.042
0.263,0.007,0.038
0.264,0.009,0.03
0.265,0.011,0.035
0.266,0.011,0.026
0.267,0.004,0.015
0.268,-0.001,0.002
0.269,0,-0.006
0.27,-0.002,-0.019
0.271,0,-0.009
0.272,-0.001,0.008
0.273,-0.01,0.011
0.274,-0.01,0.03
0.275,0,0.026
0.276,0.01,0.023
0.277,0.006,0.016
0.278,0.005,0.013
0.279,0.012,0.013
0.28,0.013,0
0.281,0.011,-0.01
0.282,0.004,-0.015
0.283,0.009,-0.006
0.284,0.008,-0.011
0.285,0.009,-0.01
0.286,0.01,-0.02
0.287,0.006,-0.023
0.288,0,-0.034
0.289,0.002,-0.035
0.29,0.001,-0.037
0.291,0,-0.04
0.292,-0.003,-0.034
0.293,-0.01,-0.019
0.294,-0.007,-0.03
0.295,0,-0.026
0.296,0.004,-0.023
0.297,0.006,-0.025
0.298,0.013,-0.007
0.299,0.007,0.029
0.3,0.006,0.071
0.301,0.009,0.012
0.302,0.006,0
0.303,0.008,0.014
0.304,0.007,-0.002
0.305,0.008,-0.004
0.306,0.008,-0.012
0.307,0.002,-0.01
0.308,-0.006,-0.06
0.309,-0.004,-0.062
0.31,-0.003,-0.096
0.311,-0.001,-0.1
0.312,0,-0.078
0.313,-0.011,0.01
0.314,-0.004,0.154
0.315,0.006,0.132
0.316,0.006,0.083
0.317,0.007,0.062
0.318,0.004,0.047
0.319,0.008,0.044
0.32,0.006,0.032
0.321,0.006,0.022
0.322,0.002,-0.007
0.323,-0.001,-0.03
0.324,0,-0.039
0.325,0.01,-0.036
0.326,0.013,-0.04
0.327,0.01,-0.034
0.328,0.003,-0.025
0.329,0.001,0.039
0.33,0,0.097
0.331,0.001,0.074
0.332,0,0.026
0.333,-0.013,0.015
0.334,-0.01,0.01
0.335,0.002,0.005
0.336,0.007,0.003
0.337,0.002,0.003
0.338,0.011,0.016
0.339,0.008,0.005
0.34,0.008,0.007
0.341,0.004,0.003
0.342,0.001,0.002
0.343,0.005,-0.002
0.344,0.013,-0.003
0.345,0.016,-0.009
0.346,0.01,-0.014
0.347,0.003,-0.01
0.348,-0.003,-0.016
0.349,0.001,-0.011
0.35,0.002,-0.007
0.351,-0.001,-0.005
0.352,-0.004,0
0.353,-0.017,-0.011
0.354,-0.01,-0.008
0.355,0.001,0.003
0.356,0.005,-0.005
0.357,0.004,-0.026
0.358,0.009,-0.023
0.359,0.008,-0.039
0.36,0.006,-0.065
0.361,0.005,-0.071
0.362,0.003,-0.048
0.363,0.008,0.037
0.364,0.009,0.109
0.365,0.006,0.012
0.366,0.002,0.018
0.367,-0.004,0.027
0.368,-0.01,-0.006
0.369,-0.006,0.016
0.37,-0.001,-0.006
0.371,0,0.003
0.372,0,-0.017
0.373,-0.002,-0.02
0.374,0,-0.023
0.375,0.007,0.005
0.376,0.01,0.008
0.377,0.008,0.004
0.378,0.01,0.003
0.379,0.007,-0.004
0.38,0.01,-0.032
0.381,0.01,-0.018
0.382,0.008,-0.027
0.383,0.011,-0.012
0.384,0.007,0.014
0.385,0.006,0.012
0.386,0.003,0.008
0.387,0.004,0.011
0.388,-0.002,0.011
0.389,-0.003,0.006
0.39,-0.003,0.014
0.391,-0.002,0.008
0.392,-0.006,0.01
0.393,-0.016,-0.002
0.394,-0.003,0.016
0.395,0.007,0.016
0.396,0.009,-0.001
0.397,0.004,-0.018
0.398,0.008,-0.039
0.399,0.008,-0.075
0.4,0.009,-0.08
0.401,0.007,-0.055
0.402,0.004,0.041
0.403,0.003,0.1
0.404,0.008,0.037
0.405,0.01,0.044
0.406,0.004,0.089
0.407,0,0.029
0.408,-0.007,0.013
0.409,-0.004,0.011
0.41,-0.005,0.002
0.411,-0.003,0.004
0.412,-0.006,0
0.413,-0.013,-0.003
0.414,-0.002,-0.001
0.415,0.011,0.009
0.416,0.013,0.006
0.417,0.01,0.004
0.418,0.01,-0.009
0.419,0.006,-0.011
0.42,0.008,-0.007
0.421,0.007,-0.004
0.422,0.003,-0.007
0.423,0,-0.005
0.424,0.003,0
0.425,0.011,0.008
0.426,0.007,0.007
0.427,0.002,0.001
0.428,-0.004,-0.007
0.429,0.001,-0.011
0.43,0.003,-0.029
0.431,0.004,-0.034
0.432,0,-0.013
0.433,-0.009,-0.01
0.434,-0.002,-0.008
0.435,0.005,-0.005
0.436,0.012,-0.004
0.437,0.012,-0.012
0.438,0.014,-0.007
0.439,0.008,0
0.44,0.004,0
0.441,0.005,0.002
0.442,0.001,0
0.443,0.001,0
0.444,0.002,0.002
0.445,0.008,0.005
0.446,0.01,0.002
0.447,0.009,0.005
0.448,0.004,0.002
0.449,0.002,0
0.45,0,-0.001
0.451,0.001,0.006
0.452,-0.003,-0.001
0.453,-0.012,-0.02
0.454,-0.007,-0.023
0.455,0.002,-0.014
0.456,0.006,-0.002
0.457,0.004,-0.001
0.458,0.007,-0.005
0.459,0.004,-0.02
0.46,0.002,-0.003
0.461,0.001,0.024
0.462,0,0.014
0.463,0.007,0.01
0.464,0.012,0.013
0.465,0.009,0.002
0.466,0.013,0.001
0.467,0.013,0.003
0.468,0,0
0.469,-0.002,0.003
0.47,0,-0.002
0.471,0.001,-0.018
0.472,-0.002,-0.028
0.473,-0.014,-0.037
0.474,-0.009,-0.04
0.475,0.001,-0.038
0.476,0.008,-0.029
0.477,0.006,0.002
0.478,0.009,0.051
0.479,0.011,0.063
0.48,0.007,0.023
0.481,0.006,0.038
0.482,0.006,0.036
0.483,0.007,0.028
0.484,0.007,0.023
0.485,0.007,0.016
0.486,0.007,0.019
0.487,0.006,0.012
0.488,0,0.011
0.489,0,0.002
0.49,0,-0.003
0.491,0,-0.003
0.492,-0.006,0.004
0.493,-0.012,0
0.494,-0.002,0.009
0.495,0.006,0.012
0.496,0.013,0.012
0.497,0.008,0.002
0.498,0.01,-0.002
0.499,0.006,-0.011
0.5,0.004,-0.012
0.501,0.002,-0.007
0.502,0.005,0.001
0.503,0.002,0.003
0.504,0.004,0.004
0.505,0.012,0.007
0.506,0.01,0.005
0.507,0.004,0.001
0.508,-0.004,-0.006
0.509,-0.001,-0.008
0.51,0,-0.007
0.511,-0.001,-0.003
0.512,-0.005,-0.007
0.513,-0.014,-0.003
0.514,-0.006,0
0.515,0.004,0
0.516,0.007,-0.003
0.517,0.007,-0.004
0.518,0.01,0
0.519,0.006,-0.002
0.52,0.013,-0.001
0.521,0.012,0.003
0.522,0.005,0.006
0.523,0.004,0.006
0.524,0.004,0.009
0.525,0.006,0.008
0.526,0.001,0
0.527,0.001,-0.008
0.528,-0.003,-0.009
0.529,0.002,-0.003
0.53,0.002,0
0.531,0.001,-0.006
0.532,-0.003,-0.006
0.533,-0.013,-0.012
0.534,-0.003,-0.007
0.535,0.007,0.001
0.536,0.012,0
0.537,0.006,0.002
0.538,0.008,0.004
0.539,0.007,0.007
0.54,0.006,0.004
0.541,0.002,0
0.542,0.006,0.001
0.543,0.008,0.006
0.544,0.012,0.003
0.545,0.013,0.004
0.546,0.009,0
0.547,0.004,-0.001
0.548,-0.002,-0.004
0.549,-0.003,-0.002
0.55,-0.004,-0.002
0.551,-0.007,-0.001
0.552,-0.01,-0.007
0.553,-0.014,-0.013
0.554,-0.007,-0.006
0.555,0.004,0.006
0.556,0,0.005
0.557,0.002,0.002
0.558,0.011,0.007
0.559,0.009,0.007
0.56,0.006,0
0.561,0.006,0
0.562,0.012,0
0.563,0.013,0.001
0.564,0.015,0.006
0.565,0.012,0.004
0.566,0.009,-0.001
0.567,0.006,-0.002
0.568,-0.001,-0.001
0.569,0,-0.002
0.57,0,-0.003
0.571,-0.001,-0.004
0.572,-0.007,-0.003
0.573,-0.018,-0.008
0.574,-0.011,-0.001
0.575,0.003,0.006
0.576,0.008,0.006
0.577,0.007,0.003
0.578,0.012,0.004
0.579,0.009,0.004
0.58,0.011,0.003
0.581,0.009,0
0.582,0.003,0.003
0.583,0.009,0.004
0.584,0.009,0.004
0.585,0.007,0.004
0.586,0.004,0.002
0.587,0.001,0
0.588,-0.004,-0.003
0.589,0,0
0.59,-0.002,0.002
0.591,-0.001,0.003
0.592,-0.004,0.002
0.593,-0.012,-0.002
0.594,-0.006,-0.003
