Time,Tibialis antelior,Gastrocnemius medialis
0.1,0.003,0.012
0.101,0.009,0.014
0.102,0.007,0.006
0.103,0.006,-0.012
0.104,-0.001,-0.021
0.105,-0.005,-0.022
0.106,0.006,-0.015
0.107,0.006,-0.007
0.108,0.003,-0.002
0.109,-0.011,-0.017
0.11,-0.022,-0.033
0.111,-0.008,-0.009
0.112,0.013,0.013
0.113,0.016,0.011
0.114,0.019,0.003
0.115,0.014,0.007
0.116,-0.016,0.001
0.117,-0.023,-0.001
0.118,-0.027,0.0
0.119,-0.035,0.014
0.12,-0.017,0.019
0.121,0.001,0.015
0.122,0.02,0.014
0.123,0.046,0.01
0.124,0.001,0.006
0.125,-0.043,0.006
0.126,-0.014,0.009
0.127,-0.01,-0.003
0.128,0.0,-0.007
0.129,-0.018,-0.017
0.13,-0.031,-0.035
0.131,-0.01,-0.012
0.132,0.016,0.007
0.133,0.039,0.009
0.134,0.06,0.011
0.135,0.08,0.0
0.136,0.05,-0.006
0.137,0.027,-0.001
0.138,0.016,-0.003
0.139,0.02,0.009
0.14,0.016,0.005
0.141,0.013,0.005
0.142,0.009,0.004
0.143,0.006,0.004
0.144,0.001,0.003
0.145,-0.002,0.001
0.146,-0.002,0.005
0.147,-0.001,0.001
0.148,0.001,0.0
0.149,-0.009,-0.013
0.15,-0.021,-0.016
0.151,-0.001,0.002
0.152,0.017,0.009
0.153,0.008,0.0
0.154,0.008,0.001
0.155,0.011,0.006
0.156,0.009,0.004
0.157,0.004,0.003
0.158,-0.002,0.002
0.159,0.001,0.003
0.16,0.004,0.001
0.161,0.002,0.002
0.162,0.001,0.007
0.163,0.002,0.009
0.164,-0.001,-0.002
0.165,-0.004,-0.013
0.166,0.003,-0.015
0.167,0.0,-0.004
0.168,0.0,0.001
0.169,-0.016,-0.012
0.17,-0.025,-0.014
0.171,-0.006,-0.003
0.172,0.006,0.007
0.173,0.002,0.008
0.174,0.005,0.01
0.175,0.005,0.016
0.176,0.004,0.016
0.177,0.006,0.018
0.178,0.0,0.01
0.179,0.003,-0.007
0.18,0.003,-0.007
0.181,0.003,0.0
0.182,0.004,-0.005
0.183,0.005,-0.016
0.184,-0.001,-0.02
0.185,-0.002,-0.003
0.186,-0.002,0.031
0.187,0.0,0.03
0.188,-0.002,-0.018
0.189,-0.017,-0.02
0.19,-0.023,-0.002
0.191,-0.003,-0.009
0.192,0.014,0.0
0.193,0.014,-0.011
0.194,0.01,-0.025
0.195,0.01,-0.007
0.196,0.007,0.022
0.197,0.006,-0.007
0.198,0.004,-0.011
0.199,0.004,-0.001
0.2,0.0,0.002
0.201,0.0,0.008
0.202,0.007,0.019
0.203,0.012,0.023
0.204,-0.001,0.009
0.205,0.0,0.017
0.206,0.005,-0.004
0.207,0.0,-0.016
0.208,-0.002,-0.002
0.209,-0.016,-0.011
0.21,-0.024,-0.021
0.211,-0.005,0.002
0.212,0.013,0.014
0.213,0.013,0.012
0.214,0.009,0.001
0.215,0.009,0.0
0.216,0.012,-0.003
0.217,0.012,-0.012
0.218,0.005,-0.042
0.219,0.012,-0.019
0.22,0.013,-0.005
0.221,0.004,-0.012
0.222,0.003,-0.01
0.223,0.004,-0.002
0.224,0.003,0.039
0.225,0.0,0.055
0.226,0.006,0.011
0.227,0.009,0.003
0.228,0.002,-0.007
0.229,-0.015,-0.039
0.23,-0.021,-0.051
0.231,-0.003,-0.062
0.232,0.009,-0.059
0.233,0.009,-0.064
0.234,0.011,-0.073
0.235,0.018,-0.023
0.236,0.016,0.077
0.237,0.019,0.055
0.238,0.011,0.052
0.239,0.008,-0.003
0.24,0.006,-0.032
0.241,0.002,0.044
0.242,0.002,0.079
0.243,0.0,0.125
0.244,-0.006,0.133
0.245,-0.006,0.023
0.246,-0.005,-0.059
0.247,-0.001,0.014
0.248,-0.001,-0.043
0.249,-0.016,0.011
0.25,-0.021,-0.004
0.251,0.001,0.045
0.252,0.019,0.023
0.253,0.023,-0.011
0.254,0.019,0.027
0.255,0.017,0.013
0.256,0.011,0.01
0.257,0.009,0.026
0.258,0.001,-0.017
0.259,0.006,0.0
0.26,0.004,-0.005
0.261,0.003,-0.001
0.262,0.002,0.003
0.263,0.003,0.011
0.264,-0.001,0.007
0.265,-0.004,0.007
0.266,-0.001,0.006
0.267,-0.005,0.011
0.268,-0.006,0.005
0.269,-0.023,-0.038
0.27,-0.024,-0.057
0.271,0.0,-0.06
0.272,0.017,-0.048
0.273,0.015,-0.013
0.274,0.014,0.057
