Time,Tibialis antelior,Gastrocnemius medialis
1.34,0.012,0.019
1.341,0.015,0.017
1.342,0.008,0.014
1.343,0.003,0.008
1.344,0.003,-0.002
1.345,0.002,-0.008
1.346,0.0,-0.001
1.347,-0.033,-0.014
1.348,-0.06,-0.032
1.349,-0.019,-0.018
1.35,0.018,0.0
1.351,0.019,-0.002
1.352,0.013,0.001
1.353,0.02,0.008
1.354,0.017,0.006
1.355,0.015,0.011
1.356,0.006,0.006
1.357,0.011,0.012
1.358,0.016,0.012
1.359,0.015,0.011
1.36,0.014,0.005
1.361,0.014,0.002
1.362,0.009,0.002
1.363,0.008,0.0
1.364,0.003,0.001
1.365,0.003,0.0
1.366,-0.001,-0.001
1.367,-0.032,-0.021
1.368,-0.059,-0.032
1.369,-0.022,-0.008
1.37,0.018,0.008
1.371,0.013,0.008
1.372,0.009,0.009
1.373,0.014,0.009
1.374,0.008,0.002
1.375,0.011,0.002
1.376,0.008,0.001
1.377,0.014,0.006
1.378,0.013,0.007
1.379,0.012,0.006
1.38,0.017,0.007
1.381,0.01,0.003
1.382,0.006,0.003
1.383,0.0,-0.001
1.384,0.004,-0.001
1.385,-0.001,-0.005
1.386,-0.001,-0.006
1.387,-0.037,-0.023
1.388,-0.059,-0.034
1.389,-0.022,-0.014
1.39,0.015,0.007
1.391,0.015,0.008
1.392,0.01,-0.002
1.393,0.015,0.003
1.394,0.014,0.005
1.395,0.015,0.006
1.396,0.01,0.005
1.397,0.013,0.011
1.398,0.012,0.012
1.399,0.015,0.011
1.4,0.013,0.009
1.401,0.012,0.003
1.402,0.002,-0.003
1.403,0.001,0.003
1.404,0.003,0.008
1.405,0.0,0.008
1.406,-0.007,0.01
1.407,-0.044,-0.009
1.408,-0.07,-0.035
1.409,-0.03,-0.026
1.41,0.008,0.005
1.411,0.012,-0.008
1.412,0.006,-0.026
1.413,0.02,-0.004
1.414,0.017,0.001
1.415,0.02,0.006
1.416,0.018,0.001
1.417,0.024,0.009
1.418,0.027,0.01
1.419,0.024,0.004
1.42,0.017,0.001
1.421,0.011,0.0
1.422,0.009,0.0
1.423,0.002,0.001
1.424,0.005,0.002
1.425,0.002,0.003
1.426,0.003,0.004
1.427,-0.033,-0.017
1.428,-0.059,-0.029
1.429,-0.017,-0.007
1.43,0.023,0.013
1.431,0.022,0.011
1.432,0.01,0.005
1.433,0.014,0.009
1.434,0.011,0.007
1.435,0.014,0.007
1.436,0.009,0.005
1.437,0.009,0.004
1.438,0.011,0.004
1.439,0.012,0.005
1.44,0.011,0.005
1.441,0.005,0.003
1.442,0.002,0.001
1.443,0.002,-0.001
1.444,0.003,0.0
1.445,0.003,-0.001
1.446,-0.002,-0.004
1.447,-0.034,-0.025
1.448,-0.059,-0.04
1.449,-0.018,-0.013
1.45,0.019,0.008
1.451,0.019,0.006
1.452,0.011,0.002
1.453,0.015,0.007
1.454,0.009,0.003
1.455,0.012,0.006
1.456,0.011,0.007
1.457,0.016,0.006
1.458,0.012,0.004
1.459,0.017,0.007
1.46,0.014,0.006
1.461,0.013,0.003
1.462,0.007,0.001
1.463,0.004,0.0
1.464,0.006,0.001
1.465,0.006,-0.001
1.466,0.0,-0.006
1.467,-0.035,-0.026
1.468,-0.061,-0.037
1.469,-0.02,-0.011
1.47,0.019,0.011
1.471,0.018,0.01
1.472,0.011,0.006
1.473,0.015,0.01
1.474,0.011,0.008
1.475,0.012,0.011
1.476,0.01,0.008
1.477,0.012,0.007
1.478,0.009,0.003
1.479,0.016,0.007
1.48,0.015,0.004
1.481,0.013,0.003
1.482,0.007,0.0
1.483,0.004,-0.001
1.484,0.007,-0.001
1.485,0.003,-0.001
1.486,0.0,-0.003
1.487,-0.037,-0.022
1.488,-0.06,-0.034
1.489,-0.021,-0.007
1.49,0.019,0.013
1.491,0.015,0.01
1.492,0.011,0.008
1.493,0.017,0.012
1.494,0.013,0.007
1.495,0.019,0.006
1.496,0.013,0.006
1.497,0.019,0.008
1.498,0.016,0.002
1.499,0.018,-0.002
1.5,0.015,-0.001
1.501,0.012,0.0
1.502,0.006,-0.002
1.503,0.0,-0.002
1.504,0.003,0.0
1.505,0.0,0.0
1.506,0.0,0.0
1.507,-0.038,-0.019
1.508,-0.062,-0.029
1.509,-0.018,-0.003
1.51,0.018,0.019
1.511,0.016,0.012
1.512,0.008,0.002
1.513,0.015,0.004
1.514,0.009,0.0
1.515,0.014,-0.001
1.516,0.009,-0.01
1.517,0.013,0.006
1.518,0.013,0.005
1.519,0.013,0.003
1.52,0.013,0.0
1.521,0.009,0.0
1.522,0.003,0.006
1.523,0.006,0.009
1.524,0.003,0.014
1.525,0.0,0.007
1.526,-0.003,0.0
1.527,-0.034,-0.022
1.528,-0.057,-0.041
1.529,-0.016,-0.017
1.53,0.024,0.011
1.531,0.019,0.011
1.532,0.014,0.009
1.533,0.016,0.009
1.534,0.009,0.004
1.535,0.012,0.006
1.536,0.009,0.006
1.537,0.011,0.006
1.538,0.008,0.005
1.539,0.012,0.008
1.54,0.012,0.008
1.541,0.008,0.008
1.542,0.006,0.003
1.543,0.0,0.0
1.544,0.004,0.0
1.545,0.0,0.001
1.546,0.0,-0.001
1.547,-0.038,-0.025
1.548,-0.06,-0.037
1.549,-0.019,-0.011
1.55,0.017,0.009
1.551,0.017,0.008
1.552,0.011,0.006
1.553,0.015,0.007
1.554,0.009,0.003
1.555,0.013,0.009
1.556,0.011,0.004
1.557,0.012,0.007
1.558,0.008,0.006
1.559,0.014,0.007
1.56,0.014,0.007
1.561,0.011,0.003
1.562,0.005,0.0
1.563,0.003,-0.004
1.564,0.008,0.0
1.565,0.004,0.0
1.566,0.001,-0.005
1.567,-0.038,-0.027
1.568,-0.062,-0.039
1.569,-0.021,-0.011
1.57,0.017,0.011
1.571,0.015,0.008
1.572,0.011,0.004
1.573,0.017,0.007
1.574,0.008,0.004
1.575,0.011,0.009
1.576,0.011,0.008
1.577,0.017,0.011
1.578,0.013,0.005
1.579,0.017,0.006
1.58,0.015,0.005
1.581,0.014,0.004
1.582,0.007,0.001
1.583,0.003,-0.002
1.584,0.006,0.0
1.585,0.003,0.0
1.586,-0.001,-0.001
1.587,-0.038,-0.021
1.588,-0.06,-0.034
1.589,-0.019,-0.007
1.59,0.018,0.013
1.591,0.014,0.01
1.592,0.011,0.008
1.593,0.018,0.012
1.594,0.012,0.007
1.595,0.016,0.007
1.596,0.011,0.003
1.597,0.013,0.004
1.598,0.015,0.004
1.599,0.016,0.007
1.6,0.012,0.004
1.601,0.007,0.002
1.602,0.0,-0.003
1.603,0.0,-0.006
1.604,0.001,-0.005
1.605,0.0,-0.006
1.606,-0.007,-0.006
1.607,-0.042,-0.026
1.608,-0.063,-0.034
1.609,-0.019,-0.01
1.61,0.019,0.013
1.611,0.018,0.01
1.612,0.011,0.006
1.613,0.018,0.009
1.614,0.015,0.004
1.615,0.018,0.006
1.616,0.012,0.001
1.617,0.015,0.001
1.618,0.016,0.003
1.619,0.016,0.004
1.62,0.014,0.006
2.46,0.127,0.006
2.461,-0.012,0.005
2.462,0.027,0.005
2.463,0.028,0.005
2.464,-0.028,0.003
2.465,-0.002,0.002
2.466,-0.013,-0.002
2.467,-0.045,-0.022
2.468,-0.072,-0.029
2.469,0.003,-0.014
2.47,-0.003,-0.004
2.471,0.011,-0.01
2.472,0.006,-0.018
2.473,0.027,-0.011
2.474,0.019,-0.013
2.475,0.019,-0.019
2.476,0.011,-0.013
2.477,0.024,0.006
2.478,0.036,0.022
2.479,0.034,0.024
2.48,0.024,0.011
2.481,0.017,-0.007
2.482,0.021,-0.011
2.483,0.033,0.001
2.484,0.034,0.006
2.485,0.01,0.007
2.486,-0.01,0.001
2.487,-0.042,-0.015
2.488,-0.049,-0.021
2.489,-0.014,0.004
2.49,0.033,0.016
2.491,0.046,0.012
