Time,Tibialis antelior,Gastrocnemius medialis
0,0.006,0.173
0.001,0.011,0.172
0.002,0.008,0.177
0.003,0.007,0.089
0.004,0.004,-0.013
0.005,0.008,-0.04
0.006,0.006,-0.139
0.007,0.002,-0.228
0.008,0.003,-0.194
0.009,0.002,-0.017
0.01,-0.005,0.133
0.011,-0.007,-0.048
0.012,-0.008,-0.148
0.013,-0.008,0.123
0.014,-0.001,0.211
0.015,-0.001,0.137
0.016,-0.017,0.171
0.017,-0.004,0.104
0.018,0.019,0
0.019,0.019,0.074
0.02,0.013,0.069
0.021,0.009,0.047
0.022,0.006,0.059
0.023,0.001,0.043
0.024,0.01,0.036
0.025,0.012,0.019
0.026,0.01,0.035
0.027,0.007,0.021
0.028,0.001,0.012
0.029,0.004,0.007
0.03,0.002,0.014
0.031,-0.003,-0.001
0.032,0.001,-0.013
0.033,0.002,-0.029
0.034,0.001,-0.062
0.035,-0.008,-0.086
0.036,-0.022,-0.111
0.037,-0.013,-0.1
0.038,0.002,-0.042
0.039,-0.006,-0.008
0.04,-0.011,-0.07
0.041,-0.004,-0.156
0.042,-0.005,-0.183
0.043,0.011,-0.291
0.044,0.014,-0.351
0.045,0.009,-0.312
0.046,0.022,-0.18
0.047,0.032,0.08
0.048,0.02,0.089
0.049,0.014,0.111
0.05,0.021,0.218
0.051,0.022,0.277
0.052,0.007,0.1
0.053,0,-0.046
0.054,0.002,0.064
0.055,0.004,0.025
0.056,-0.004,-0.059
0.057,-0.005,0.164
0.058,-0.001,0.345
0.059,-0.001,0.218
0.06,-0.006,0.137
0.061,-0.004,-0.009
0.062,0,0
0.063,0,0.065
0.064,-0.004,0.112
0.065,0,0.025
0.066,0,0.094
0.067,0.003,0.096
0.068,0.01,0.013
0.069,0.011,0.033
0.07,0.009,0.064
0.071,-0.005,-0.018
0.072,-0.006,-0.11
0.073,-0.007,-0.208
0.074,0,-0.277
0.075,-0.004,-0.118
0.076,-0.01,-0.066
0.077,0.011,-0.058
0.078,0.029,-0.106
0.079,0.02,-0.249
0.08,0.006,-0.288
0.081,0.01,-0.491
0.082,0.01,-0.506
0.083,0.005,-0.096
0.084,-0.008,0.027
0.085,-0.007,-0.079
0.086,0.013,0.05
0.087,0.024,0.463
0.088,0.002,0.532
0.089,-0.01,0.374
0.09,-0.004,0.223
0.091,-0.01,0.143
0.092,-0.012,0.016
0.093,-0.01,-0.251
0.094,0.006,-0.298
0.095,-0.001,-0.244
0.096,-0.013,-0.317
0.097,0.005,-0.439
0.098,0.017,-0.176
0.099,0.017,0.19
0.1,0.011,0.176
0.101,0.012,0.119
0.102,0.001,0.113
0.103,-0.004,-0.245
0.104,-0.005,0.1
0.105,-0.007,0.595
0.106,-0.001,0.29
0.107,0.007,0.354
0.108,-0.011,0.353
0.109,0,0.108
0.11,0.009,0.028
0.111,0,0.153
0.112,0.007,0.204
0.113,0.005,-0.052
0.114,0.004,-0.039
0.115,-0.005,-0.023
0.116,-0.016,0.137
0.117,0.004,0.227
0.118,0.019,0.367
0.119,0.018,0.266
0.12,0.009,0.116
0.121,0.012,0.034
0.122,0.014,-0.216
0.123,0.008,-0.341
0.124,-0.005,-0.325
0.125,-0.003,-0.062
0.126,0,0.06
0.127,0.004,0
0.128,0.011,-0.003
0.129,0.018,-0.043
0.13,0.008,-0.153
0.131,-0.002,0.059
0.132,0.003,0.114
0.133,0.006,0.019
0.134,0.009,-0.031
0.135,-0.004,-0.149
0.136,-0.009,-0.354
0.137,0.007,-0.358
0.138,0.029,0.012
0.139,0.022,0.142
0.14,0.001,-0.138
0.141,0,0.055
0.142,-0.01,0.269
0.143,-0.006,0.267
0.144,-0.014,0.227
0.145,-0.023,0.089
0.146,-0.02,0.001
0.147,-0.003,-0.03
0.148,0.027,-0.125
0.149,0.016,-0.069
0.15,-0.015,0.12
0.151,-0.016,0.098
0.152,0.027,-0.038
0.153,0.047,-0.261
0.154,0.023,-0.235
0.155,-0.006,-0.079
0.156,-0.009,-0.029
0.157,-0.001,-0.259
0.158,0.009,-0.575
0.159,0.009,-0.675
0.16,-0.003,-0.392
0.161,0.005,-0.027
0.162,0.029,-0.141
0.163,0.032,0.123
0.164,0.021,0.482
0.165,0.004,0.195
0.166,-0.002,-0.087
0.167,-0.004,-0.062
0.168,0.001,0.196
0.169,-0.007,0.325
0.17,-0.024,0.537
0.171,-0.013,0.546
0.172,0,0.482
0.173,0.01,0.148
0.174,0.016,0.06
0.175,-0.006,-0.173
0.176,-0.019,-0.219
0.177,0.001,-0.207
0.178,0.005,-0.15
0.179,-0.015,-0.277
0.18,-0.037,-0.353
0.181,-0.034,-0.122
0.182,-0.019,0.094
0.183,0.004,0.082
0.184,0.002,0.38
0.185,-0.001,0.517
0.186,0.013,0.247
0.187,0.023,-0.052
0.188,0.004,-0.234
0.189,-0.017,-0.358
0.19,0.002,-0.547
0.191,0.018,-0.246
0.192,0.026,0.06
0.193,0.022,0.505
0.194,0.038,0.649
0.195,0.029,0.273
0.196,-0.005,0.185
0.197,-0.008,-0.08
0.198,0.004,-0.111
0.199,0.031,-0.031
0.2,0.028,-0.003
0.201,0.013,-0.143
0.202,0.02,-0.15
0.203,0.036,-0.026
0.204,0.042,0.045
0.205,0.023,-0.084
0.206,-0.014,0.035
0.207,-0.013,-0.061
0.208,-0.012,-0.169
0.209,-0.016,0.209
0.21,-0.023,0.181
0.211,-0.02,-0.028
0.212,-0.032,-0.457
0.213,-0.019,-0.623
0.214,0.009,-0.192
0.215,0.026,0.223
0.216,0.001,0.313
0.217,-0.013,0.37
0.218,0.02,0.261
0.219,0.032,0.114
0.22,0.017,0.086
0.221,0.026,0.137
0.222,0.028,0.187
0.223,-0.004,0.109
0.224,-0.008,-0.199
0.225,-0.014,-0.202
0.226,-0.022,-0.222
0.227,-0.02,-0.29
0.228,-0.017,-0.123
0.229,-0.013,0.093
0.23,-0.021,-0.147
0.231,-0.04,-0.388
0.232,-0.007,-0.244
0.233,0.045,-0.501
0.234,0.08,-0.769
0.235,0.083,-0.042
0.236,0.03,0.821
0.237,-0.005,0.47
0.238,-0.005,0.103
0.239,0.001,0.151
0.24,-0.009,0.178
0.241,-0.031,0.261
0.242,-0.029,0.146
0.243,-0.006,0.168
0.244,0.001,0.42
0.245,0.009,0.105
0.246,0.013,0.094
0.247,0.007,0.043
0.248,0,-0.134
0.249,-0.001,0.033
0.25,-0.006,0.05
0.251,-0.012,0.064
0.252,-0.008,-0.034
0.253,-0.011,-0.081
0.254,-0.035,-0.234
0.255,-0.041,-0.343
0.256,-0.021,-0.412
0.257,0.008,-0.451
0.258,0.048,-0.498
0.259,0.043,-0.515
0.26,0.018,-0.211
0.261,0.008,-0.042
0.262,0.012,-0.249
0.263,0.022,-0.355
0.264,0.033,-0.03
0.265,0.021,0.658
0.266,-0.005,0.882
0.267,-0.006,0.617
0.268,0.002,0.32
0.269,0.001,0.219
0.27,0.008,0.186
0.271,0.023,0.174
0.272,0.028,0.133
0.273,0.001,0.044
0.274,0,0.035
0.275,-0.001,-0.014
0.276,-0.013,-0.024
0.277,-0.001,-0.033
0.278,0.005,-0.008
0.279,-0.014,-0.016
0.28,-0.038,0.005
0.281,-0.04,0.009
0.282,-0.043,0.029
0.283,-0.034,0.072
0.284,-0.013,0.046
0.285,0.027,-0.111
0.286,0.047,-0.237
0.287,0.042,-0.224
0.288,0.053,-0.259
0.289,0.022,-0.245
0.29,-0.007,-0.236
0.291,0,-0.274
0.292,0.034,-0.085
0.293,0.049,0.055
0.294,0.025,0.167
0.295,-0.006,0.22
0.296,-0.002,0.018
0.297,0.002,0.037
0.298,-0.008,0.062
0.299,-0.009,0.057
0.3,-0.015,0.032
0.301,0,-0.038
0.302,-0.003,-0.106
0.303,0.013,-0.207
0.304,0.027,-0.126
0.305,0.03,-0.009
0.306,0.012,0.196
0.307,0.004,0.208
