Time,Tibialis antelior,Gastrocnemius medialis
0,0.011,0.004
0.001,0.005,0.001
0.002,-0.001,0
0.003,-0.006,0
0.004,-0.004,0.001
0.005,-0.002,0
0.006,-0.002,-0.002
0.007,-0.023,-0.012
0.008,-0.038,-0.021
0.009,-0.008,-0.005
0.01,0.014,0.009
0.011,0.011,0.009
0.012,0.007,0.009
0.013,0.011,0.008
0.014,0,0
0.015,-0.001,-0.009
0.016,-0.001,-0.011
0.017,0.008,-0.001
0.018,0.012,0
0.019,0.01,-0.001
0.02,0.011,0
0.021,0.009,0.001
0.022,0,-0.004
0.023,-0.002,0
0.024,0.004,0
0.025,0.003,0
0.026,0.001,0
0.027,-0.017,-0.015
0.028,-0.032,-0.022
0.029,-0.007,-0.007
0.03,0.017,0.007
0.031,0.014,0.004
0.032,0.009,0
0.033,0.012,0.004
0.034,0.005,0.004
0.035,0.007,0.004
0.036,0.003,0.004
0.037,0.006,0.008
0.038,0.008,0.009
0.039,0.009,0.007
0.04,0.011,0.007
0.041,0.012,0.007
0.042,0.006,0.003
0.043,0.001,0
0.044,0.001,0.007
0.045,-0.002,0.011
0.046,-0.003,0.014
0.047,-0.028,0.001
0.048,-0.05,-0.021
0.049,-0.023,-0.023
0.05,0.004,-0.014
0.051,0.002,-0.025
0.052,0.002,-0.03
0.053,0.016,-0.014
0.054,0.016,0.007
0.055,0.02,0.014
0.056,0.017,0.015
0.057,0.015,0.014
0.058,0.014,0.004
0.059,0.015,0.004
0.06,0.019,0.005
0.061,0.023,0.006
0.062,0.015,0.003
0.063,0.011,0.005
0.064,0.013,0.005
0.065,0.004,0.009
0.066,0,0.007
0.067,-0.024,-0.008
0.068,-0.038,-0.013
0.069,-0.012,0.001
0.07,0.012,0.013
0.071,0.011,0.013
0.072,0.01,0.011
0.073,0.014,0.012
0.074,0.009,0.007
0.075,0.014,0.007
0.076,0.01,0.003
0.077,0.011,0.003
0.078,0.013,0.004
0.079,0.013,0.005
0.08,0.009,0.006
0.081,0.001,0.004
0.082,-0.001,0.003
0.083,-0.001,0.002
0.084,-0.002,-0.006
0.085,-0.007,-0.011
0.086,-0.009,-0.006
0.087,-0.03,-0.017
0.088,-0.043,-0.023
0.089,-0.011,-0.004
0.09,0.016,0.008
0.091,0.013,0.004
0.092,0.011,0.001
0.093,0.015,0.006
0.094,0.009,0.003
0.095,0.011,0.006
0.096,0.007,0.005
0.097,0.008,0.006
0.098,0.01,0.006
0.099,0.008,0
0.1,0.008,-0.013
0.101,0.003,-0.018
0.102,0,-0.008
0.103,-0.001,0.001
0.104,0.001,0.008
0.105,-0.003,0.008
0.106,-0.007,0.003
0.107,-0.03,-0.021
0.108,-0.045,-0.032
0.109,-0.007,-0.007
0.11,0.021,0.009
0.111,0.016,0.007
0.112,0.011,0.006
0.113,0.011,0.01
0.114,0.007,0.004
0.115,0.01,0.001
0.116,0.007,0.006
0.117,0.01,0.011
0.118,0.004,-0.007
0.119,0.002,-0.008
0.12,0.006,0.013
0.121,0.009,0.014
0.122,0.002,-0.006
0.123,0.004,-0.021
0.124,0.012,-0.019
0.125,0.01,-0.008
0.126,0.005,0.002
0.127,-0.018,-0.015
0.128,-0.033,-0.024
0.129,-0.002,-0.001
0.13,0.02,0.008
0.131,0.016,0.003
0.132,0.016,0.003
0.133,0.015,0.002
0.134,0.008,0.009
0.135,0.009,0.013
0.136,0.006,0.01
0.137,0.007,0.004
0.138,0.008,0.004
0.139,0.012,0.01
0.14,0.015,0.01
0.141,0.011,0.012
0.142,0.006,0.004
0.143,0.005,0.003
0.144,0.008,0.002
0.145,0.003,-0.002
0.146,-0.001,-0.002
0.147,-0.029,-0.016
0.148,-0.043,-0.023
0.149,-0.012,-0.003
0.15,0.012,0.007
0.151,0.009,0.001
0.152,0.006,0.001
0.153,0.009,0.008
0.154,0.004,0.005
0.155,0.009,0.007
0.156,0.006,0.004
0.157,0.011,0.004
0.158,0.01,0.005
0.159,0.011,0.006
0.16,0.014,0.004
0.161,0.009,0.003
0.162,0.001,0.001
0.163,-0.004,0
0.164,-0.002,0.003
0.165,-0.004,0
0.166,-0.009,-0.007
0.167,-0.035,-0.021
0.168,-0.048,-0.021
0.169,-0.016,-0.008
0.17,0.01,-0.006
0.171,0.01,-0.008
0.172,0.009,0.001
0.173,0.019,0.007
0.174,0.015,0.008
0.175,0.016,0.014
0.176,0.009,0.003
0.177,0.013,0.004
0.178,0.016,0.005
0.179,0.019,0.003
0.18,0.017,0.006
0.181,0.011,0.013
0.182,0.001,0.009
0.183,-0.004,0.005
0.184,-0.001,-0.001
0.185,-0.001,-0.011
0.186,0,-0.018
0.187,-0.022,-0.023
0.188,-0.037,-0.02
0.189,-0.004,-0.002
0.19,0.019,0.009
0.191,0.018,0.002
0.192,0.018,0
0.193,0.018,0.004
0.194,0.013,0.004
0.195,0.016,0.011
0.196,0.009,0.011
0.197,0.008,0.013
0.198,0.008,0.011
0.199,0.007,0.002
0.2,0.006,-0.01
0.201,0.003,-0.012
0.202,0.001,-0.006
0.203,-0.002,0.003
0.204,-0.001,-0.007
0.205,0,-0.01
0.206,0.001,0
0.207,-0.024,-0.017
0.208,-0.036,-0.015
0.209,-0.003,0
0.21,0.02,0.012
0.211,0.02,0.009
0.212,0.016,0.007
0.213,0.019,0.006
0.214,0.009,0.002
0.215,0.01,0
0.216,0.005,0
0.217,0.009,0.003
0.218,0.012,0.008
0.219,0.013,0.009
0.22,0.012,0.008
0.221,0.008,0.007
0.222,0.001,0.003
0.223,0.001,0.005
0.224,0.006,0.007
0.225,0.001,0.002
0.226,0.001,-0.004
0.227,-0.021,-0.017
0.228,-0.039,-0.024
0.229,-0.008,-0.002
0.23,0.015,0.007
0.231,0.013,0.004
0.232,0.009,0.001
0.233,0.011,0
0.234,0.002,-0.009
0.235,0.003,-0.004
0.236,0.003,0.003
0.237,0.008,0.006
0.238,0.009,0.006
0.239,0.013,0.008
0.24,0.018,0.007
0.241,0.014,0.003
0.242,0.01,0.006
0.243,0.004,0
0.244,0.005,-0.006
0.245,0.003,-0.006
0.246,-0.003,-0.003
