Time,Tibialis antelior,Gastrocnemius medialis
0,0.008,0.003
0.001,0.006,-0.001
0.002,0.004,-0.001
0.003,0.003,-0.001
0.004,0.005,0.001
0.005,0.007,0.001
0.006,0.007,0.003
0.007,0.009,0
0.008,0.006,-0.003
0.009,0.004,0
0.01,-0.001,-0.001
0.011,0,-0.001
0.012,0,-0.001
0.013,0.001,-0.002
0.014,0,-0.003
0.015,-0.002,0
0.016,0,0
0.017,0.005,0
0.018,0.004,0.001
0.019,0.007,0.003
0.02,0.009,0.004
0.021,0.006,0.006
0.022,0.003,0.005
0.023,0.001,0.002
0.024,0.006,0.001
0.025,0.006,0.003
0.026,0.01,0.004
0.027,0.009,0.003
0.028,0.007,0.001
0.029,0.004,-0.001
0.03,-0.005,-0.009
0.031,0,-0.007
0.032,0,-0.001
0.033,0,-0.001
0.034,-0.001,-0.001
0.035,-0.003,0.001
0.036,-0.002,0.003
0.037,0.001,0.002
0.038,0.006,0
0.039,0.007,0.001
0.04,0.009,0.003
0.041,0.004,0
0.042,0.004,0
0.043,0.004,0
0.044,0.005,0
0.045,0.006,-0.001
0.046,0.009,0
0.047,0.008,-0.002
0.048,0.005,-0.001
0.049,0.002,-0.003
0.05,-0.004,-0.004
0.051,0.001,0
0.052,0.001,0
0.053,-0.001,0.001
0.054,-0.004,0.002
0.055,-0.005,0.005
0.056,-0.001,0.007
0.057,0.004,0.008
0.058,0.006,0.002
0.059,0.006,0
0.06,0.008,0.001
0.061,0.004,0.001
0.062,0.006,-0.001
0.063,0.004,-0.002
0.064,0.007,-0.002
0.065,0.007,-0.003
0.066,0.011,0
0.067,0.011,0
0.068,0.007,0.001
0.069,0.003,0.002
0.07,-0.004,0
0.071,0,0.002
0.072,-0.001,0.001
0.073,0,0
0.074,-0.002,0
0.075,-0.006,0.001
0.076,-0.001,0.002
0.077,0.003,0
0.078,0.007,-0.001
0.079,0.007,-0.002
0.08,0.006,-0.001
0.081,0.006,-0.001
0.082,0.006,0
0.083,0.006,-0.001
0.084,0.008,0
0.085,0.006,0
0.086,0.008,0.001
0.087,0.007,0.003
0.088,0.004,0.003
0.089,0.001,0.003
0.09,-0.004,0.002
0.091,-0.001,0.003
0.092,-0.003,0.003
0.093,0,0.001
0.094,-0.002,0.001
0.095,-0.004,0.002
0.096,-0.002,-0.003
0.097,0.003,-0.005
0.098,0.006,-0.007
0.099,0.005,-0.005
