Time,Tibialis antelior,Gastrocnemius medialis
0,0.005,-0.001
0.001,0.013,-0.002
0.002,0.036,-0.003
0.003,0.05,-0.002
0.004,0.04,-0.001
0.005,0.029,0
0.006,0.021,0.002
0.007,0.019,0.002
0.008,0.011,0.003
0.009,0.003,0.004
0.01,0.003,0.006
0.011,0,0.004
0.012,-0.018,0.002
0.013,-0.046,0
0.014,-0.074,-0.001
0.015,-0.063,-0.005
0.016,-0.028,-0.006
0.017,0.004,-0.004
0.018,0.013,-0.004
0.019,0.001,-0.004
0.02,-0.001,-0.002
0.021,-0.001,-0.003
0.022,-0.001,-0.003
0.023,0,-0.002
0.024,0.001,-0.001
0.025,0.006,0
0.026,0.004,-0.001
0.027,0.001,-0.001
0.028,-0.006,-0.001
0.029,-0.008,-0.002
0.03,-0.004,0
0.031,-0.003,-0.001
0.032,0,-0.001
0.033,0,0
0.034,0.003,0
0.035,0.004,-0.002
0.036,0.013,-0.002
0.037,0.018,0
0.038,0.013,0
0.039,0.013,0.001
0.04,0.018,0.001
0.041,0.018,0.002
0.042,-0.006,0.003
0.043,-0.011,0.003
0.044,-0.002,0.003
0.045,0.005,0.003
0.046,0.012,0.002
0.047,0.014,0.003
0.048,0.018,0.001
0.049,0.013,0.001
0.05,0,0
0.051,-0.01,-0.001
0.052,0.003,0
0.053,-0.003,0.003
0.054,-0.003,0.004
0.055,0.005,0.002
0.056,0.019,0.002
0.057,0.017,0.001
0.058,0.013,0.001
0.059,0.007,0.001
0.06,0,0.002
0.061,0.001,0.001
0.062,0.001,0
0.063,0.006,-0.002
0.064,0.006,0
0.065,0.008,-0.001
0.066,0.006,-0.001
0.067,0.006,-0.002
0.068,0.003,-0.001
0.069,-0.003,-0.002
0.07,0,-0.003
0.071,0,-0.001
0.072,0,0
0.073,-0.001,0.002
0.074,-0.004,0.002
0.075,0.001,0.001
0.076,0.006,0
0.077,0.008,0
0.078,0.008,0
0.079,0.008,-0.001
0.08,0.003,0
0.081,0.005,-0.001
0.082,0.006,0
0.083,0.009,0
0.084,0.012,-0.001
0.085,0.015,0
0.086,0.01,-0.001
0.087,0.008,0
0.088,0.001,0
0.089,-0.001,0
0.09,0,0
0.091,-0.005,0
0.092,-0.004,0.001
0.093,-0.007,0.004
0.094,-0.005,0.004
0.095,-0.003,0
0.096,0.004,-0.001
0.097,0.005,-0.002
0.098,0.005,-0.001
0.099,0.007,-0.004
0.1,0.004,-0.001
0.101,0.004,-0.001
0.102,0.007,-0.001
0.103,0.008,0
0.104,0.009,0
0.105,0.01,0.001
0.106,0.005,0.002
0.107,0.004,0.002
0.108,0.001,0
0.109,-0.003,0
0.11,-0.001,0.001
0.111,-0.002,0
0.112,0,0
0.113,-0.004,0.003
0.114,-0.002,0.004
0.115,0.001,0
0.116,0.006,0
0.117,0.008,0
0.118,0.005,0.001
0.119,0.007,0
0.12,0.004,0
0.121,0.004,0
0.122,0.004,-0.001
0.123,0.007,0
0.124,0.004,-0.001
0.125,0.008,0.001
0.126,0.004,0.002
0.127,0.004,0
0.128,-0.002,0
0.129,-0.005,0
