Time,Tibialis antelior,Gastrocnemius medialis
0.54,-0.01,-0.015
0.541,-0.039,-0.003
0.542,-0.05,0.0
0.543,-0.035,-0.002
0.544,-0.055,-0.002
0.545,-0.041,-0.008
0.546,-0.041,-0.012
0.547,-0.028,-0.012
0.548,-0.023,-0.002
0.549,-0.012,0.003
0.55,-0.04,0.005
0.551,-0.051,0.008
0.552,-0.055,0.009
0.553,0.026,0.006
0.554,0.099,0.005
0.555,0.101,0.005
0.556,0.075,0.004
0.557,0.052,0.002
0.558,0.033,0.002
0.559,0.056,0.0
0.56,0.091,0.0
0.561,0.044,-0.005
0.562,0.04,-0.005
0.563,0.0,-0.002
0.564,-0.018,-0.003
0.565,-0.009,-0.002
0.566,-0.031,-0.008
0.567,-0.034,-0.006
0.568,-0.007,0.005
0.569,0.0,0.008
0.57,-0.015,0.009
0.571,-0.015,0.007
0.572,-0.007,0.004
0.573,0.057,0.005
0.574,0.122,0.004
0.575,0.048,0.002
0.576,-0.047,0.0
0.577,-0.107,-0.001
0.578,-0.039,0.0
0.579,0.018,-0.002
0.58,0.012,-0.004
1.6,-0.001,-0.294
1.601,0.004,-0.187
1.602,0.002,-0.177
1.603,0.022,-0.087
1.604,0.009,-0.044
1.605,0.022,-0.039
1.606,0.022,0.131
1.607,0.037,0.65
1.608,0.063,0.534
1.609,0.045,0.155
1.61,0.024,0.176
1.611,0.0,0.076
1.612,0.014,0.018
1.613,0.005,-0.189
1.614,0.026,-0.218
1.615,0.043,-0.247
1.616,0.037,-0.147
1.617,0.035,0.1
1.618,0.02,0.235
1.619,0.031,0.194
1.62,0.007,0.196
1.621,0.013,0.042
1.622,0.009,-0.03
1.623,0.0,0.006
1.624,0.005,-0.002
1.625,-0.02,0.016
1.626,-0.032,-0.026
1.627,-0.046,-0.012
1.628,-0.022,-0.014
1.629,-0.029,-0.051
1.63,-0.032,-0.09
1.631,-0.043,-0.118
1.632,-0.056,-0.137
1.633,-0.047,-0.212
1.634,-0.028,-0.281
1.635,-0.001,-0.156
1.636,0.005,-0.167
1.637,0.03,-0.338
1.638,0.035,-0.374
1.639,0.055,-0.208
1.64,0.043,-0.016
1.641,0.03,-0.115
1.642,0.022,-0.208
1.643,-0.005,0.199
1.644,-0.005,0.405
1.645,-0.011,0.384
1.646,0.001,0.357
1.647,-0.009,-0.037
1.648,0.008,-0.038
1.649,0.03,0.27
1.65,0.04,0.249
1.651,0.049,0.228
1.652,0.043,0.298
1.653,0.044,0.26
1.654,0.025,0.232
1.655,0.016,0.181
1.656,-0.014,0.149
1.657,-0.006,0.133
1.658,-0.014,0.116
1.659,-0.018,0.074
1.66,-0.024,0.04
1.661,-0.034,0.019
1.662,-0.035,0.009
1.663,-0.051,-0.016
1.664,-0.035,-0.054
1.665,-0.033,-0.056
1.666,-0.039,-0.108
1.667,-0.031,-0.123
1.668,-0.012,-0.137
1.669,0.021,-0.163
1.67,0.035,-0.138
1.671,0.063,-0.11
1.672,0.086,-0.075
1.673,0.091,-0.09
1.674,0.091,-0.069
1.675,0.058,-0.037
1.676,0.044,-0.021
1.677,0.015,-0.047
1.678,0.019,-0.063
1.679,0.013,-0.037
1.68,0.011,-0.032
1.681,0.02,-0.051
1.682,0.007,-0.043
1.683,0.018,-0.057
1.684,-0.009,-0.052
1.685,-0.021,-0.044
1.686,-0.039,-0.032
1.687,-0.039,0.029
1.688,-0.016,0.041
1.689,-0.009,-0.035
1.69,-0.013,-0.037
1.691,-0.02,-0.059
1.692,-0.001,-0.075
1.693,-0.004,-0.055
1.694,0.013,-0.048
1.695,-0.001,-0.002
1.696,-0.008,-0.022
1.697,-0.003,-0.025
1.698,-0.01,-0.014
1.699,0.007,-0.008
1.7,0.001,-0.001
1.701,0.003,0.004
1.702,0.009,0.005
1.703,-0.003,0.004
1.704,0.004,-0.003
1.705,0.0,-0.009
1.706,-0.003,-0.016
1.707,-0.013,-0.007
1.708,-0.001,0.013
1.709,0.0,0.016
1.71,-0.003,0.02
1.711,0.001,0.019
1.712,-0.006,0.02
1.713,0.002,0.015
1.714,-0.008,0.018
1.715,0.0,0.025
1.716,-0.009,0.03
1.717,-0.005,0.018
1.718,-0.013,-0.01
1.719,-0.012,-0.05
1.72,-0.025,-0.076
1.721,-0.027,-0.078
1.722,-0.021,-0.075
1.723,-0.007,-0.097
1.724,0.018,-0.095
1.725,0.009,0.075
1.726,0.017,0.191
1.727,0.009,0.124
1.728,0.023,0.121
1.729,0.018,0.101
1.73,0.005,0.081
