Time,Tibialis antelior,Gastrocnemius medialis
0,-0.024,-0.01
0.001,-0.048,-0.022
0.002,-0.025,-0.016
0.003,0.001,-0.004
0.004,0.007,-0.001
0.005,0.004,-0.007
0.006,0.008,-0.004
0.007,0.006,0
0.008,0.014,0.011
0.009,0.01,0.008
0.01,0.011,0.003
0.011,0.01,0.004
0.012,0.01,0.004
0.013,0.012,0.003
0.014,0.01,0.003
0.015,0.004,0.001
0.016,-0.002,-0.001
0.017,0,0.001
0.018,-0.004,0
0.019,-0.003,-0.008
0.02,-0.026,-0.023
0.021,-0.045,-0.025
0.022,-0.016,-0.012
0.023,0.012,0.01
0.024,0.019,0.015
0.025,0.015,0.016
0.026,0.021,0.018
0.027,0.009,0.013
0.028,0.012,0.008
0.029,0.017,0.004
0.03,0.014,-0.001
0.031,0.017,-0.007
0.032,0.013,0
0.033,0.013,0.003
0.034,0.009,0.002
0.035,0.003,-0.002
0.036,-0.001,-0.002
0.037,0,-0.001
0.038,-0.001,-0.005
0.039,-0.001,0.002
0.04,-0.023,-0.007
0.041,-0.043,-0.025
0.042,-0.013,-0.015
0.043,0.019,0.009
0.044,0.022,0.01
0.045,0.012,0
0.046,0.014,0
0.047,0.011,0.001
0.048,0.011,-0.004
0.049,0.007,-0.011
0.05,0.006,-0.002
0.051,0.008,-0.001
0.052,0.012,-0.001
0.053,0.016,-0.002
0.054,0.015,0.005
0.055,0.008,0.006
0.056,0,0.003
0.057,0,0.004
0.058,0.002,0.003
0.059,0.002,0.004
0.06,-0.018,-0.01
0.061,-0.039,-0.018
0.062,-0.009,-0.005
0.063,0.019,0.008
0.064,0.019,0.01
0.065,0.013,0.007
0.066,0.013,0.005
0.067,0.007,0.004
0.068,0.01,0.008
0.069,0.004,0.008
0.07,0.004,0.007
0.071,0.003,0.009
0.072,0.01,0.017
0.073,0.013,0.009
0.074,0.007,-0.003
0.075,-0.001,-0.014
0.076,-0.003,-0.019
0.077,0.005,-0.009
0.078,0.007,0.001
0.079,0.003,0.005
0.08,-0.019,-0.009
0.081,-0.034,-0.015
0.082,-0.006,-0.003
0.083,0.016,0.004
0.084,0.011,0.006
0.085,0.009,0.006
0.086,0.013,0.007
0.087,0.001,-0.001
0.088,0.006,0
0.089,0.012,0.002
0.09,0.014,0.004
