Time,Tibialis antelior,Gastrocnemius medialis
0.54,-0.01,-0.015
0.541,-0.039,-0.003
0.542,-0.05,0.0
0.543,-0.035,-0.002
0.544,-0.055,-0.002
0.545,-0.041,-0.008
0.546,-0.041,-0.012
0.547,-0.028,-0.012
0.548,-0.023,-0.002
0.549,-0.012,0.003
0.55,-0.04,0.005
0.551,-0.051,0.008
0.552,-0.055,0.009
0.553,0.026,0.006
0.554,0.099,0.005
0.555,0.101,0.005
0.556,0.075,0.004
0.557,0.052,0.002
0.558,0.033,0.002
0.559,0.056,0.0
0.56,0.091,0.0
0.561,0.044,-0.005
0.562,0.04,-0.005
0.563,0.0,-0.002
0.564,-0.018,-0.003
0.565,-0.009,-0.002
0.566,-0.031,-0.008
0.567,-0.034,-0.006
0.568,-0.007,0.005
0.569,0.0,0.008
0.57,-0.015,0.009
0.571,-0.015,0.007
0.572,-0.007,0.004
0.573,0.057,0.005
0.574,0.122,0.004
0.575,0.048,0.002
0.576,-0.047,0.0
0.577,-0.107,-0.001
0.578,-0.039,0.0
0.579,0.018,-0.002
0.58,0.012,-0.004
0.581,-0.037,-0.003
0.582,0.003,-0.003
0.583,0.031,0.0
0.584,0.046,0.0
0.585,0.098,-0.002
0.586,0.072,-0.006
0.587,0.036,-0.007
0.588,-0.012,-0.001
0.589,0.007,0.0
0.59,-0.001,-0.002
0.591,0.031,-0.003
0.592,0.046,-0.001
0.593,-0.055,0.0
0.594,-0.098,0.0
0.595,-0.129,0.002
0.596,-0.073,0.001
0.597,-0.045,0.003
0.598,0.019,0.003
0.599,0.061,0.005
0.6,0.019,0.006
0.601,-0.04,0.003
0.602,-0.055,0.001
0.603,-0.01,-0.001
0.604,0.02,-0.001
0.605,0.09,-0.001
0.606,0.096,-0.005
0.607,0.112,-0.007
0.608,0.058,-0.002
0.609,0.04,-0.001
0.61,0.004,-0.003
0.611,-0.048,-0.005
0.612,-0.075,-0.005
0.613,-0.083,-0.003
0.614,-0.065,-0.003
0.615,-0.05,-0.002
0.616,-0.024,0.001
0.617,-0.012,0.001
0.618,0.061,0.004
0.619,0.089,0.005
0.62,0.065,0.006
0.621,0.015,0.005
0.622,-0.004,0.006
0.623,0.008,0.004
0.624,-0.016,0.005
0.625,-0.032,0.002
0.626,-0.039,-0.003
0.627,-0.017,-0.004
0.628,-0.014,0.0
0.629,-0.017,0.001
0.63,0.013,-0.002
0.631,0.05,-0.002
0.632,0.082,0.0
0.633,0.087,0.001
0.634,0.11,0.003
0.635,0.083,0.005
0.636,0.039,0.003
0.637,0.031,-0.003
0.638,0.014,0.0
0.639,0.0,0.001
0.64,-0.013,0.005
0.641,-0.026,0.001
0.642,-0.036,0.0
0.643,-0.02,0.0
0.644,-0.016,0.0
0.645,0.0,-0.001
0.646,-0.006,-0.003
0.647,-0.024,-0.007
0.648,-0.032,-0.004
0.649,-0.024,-0.007
0.65,-0.029,-0.01
0.651,-0.021,-0.01
0.652,-0.051,-0.009
0.653,-0.07,-0.009
0.654,-0.1,-0.014
0.655,-0.107,0.009
0.656,-0.12,0.044
0.657,-0.12,0.035
0.658,-0.03,0.026
0.659,0.028,0.014
0.66,0.08,0.002
0.661,0.028,-0.006
0.662,-0.03,-0.014
0.663,-0.028,-0.008
0.664,-0.002,-0.012
0.665,0.01,-0.015
0.666,-0.052,-0.021
0.667,-0.069,-0.013
0.668,-0.048,-0.004
0.669,-0.066,0.003
0.67,-0.118,0.002
0.671,-0.072,0.004
0.672,-0.015,0.003
0.673,0.032,0.005
0.674,0.102,0.008
0.675,0.099,0.01
0.676,0.096,0.012
0.677,0.086,0.013
0.678,0.092,0.018
0.679,0.023,0.018
0.68,0.005,0.019
0.681,0.053,0.02
0.682,0.098,0.024
0.683,0.156,0.028
0.684,0.19,0.034
0.685,0.175,0.034
0.686,0.115,0.027
0.687,0.072,0.025
0.688,0.072,0.033
0.689,0.084,0.035
0.69,0.03,0.029
0.691,-0.012,0.022
0.692,-0.029,0.013
0.693,-0.033,0.005
0.694,-0.055,-0.002
0.695,-0.019,-0.012
0.696,0.008,-0.018
0.697,0.07,-0.022
0.698,0.018,-0.026
0.699,-0.081,-0.032
0.7,-0.056,-0.039
0.701,-0.053,-0.044
0.702,-0.05,-0.045
0.703,-0.198,-0.045
0.704,-0.28,-0.049
0.705,-0.228,-0.052
0.706,-0.186,-0.061
0.707,-0.143,-0.057
0.708,-0.091,-0.045
0.709,-0.028,-0.035
0.71,0.117,-0.033
0.711,0.212,-0.029
