,Time,Tibialis antelior,Gastrocnemius medialis
4261,0.347,-0.004,0.003
4262,0.348,0.001,0.011
4263,0.349,0.003,0.02
4264,0.35,-0.003,0.016
4265,0.351,-0.004,0.003
4266,0.352,-0.029,-0.014
4267,0.353,-0.034,-0.017
4268,0.354,0.0,0.0
4269,0.355,0.012,0.008
4270,0.356,0.007,0.005
4271,0.357,0.008,0.006
4272,0.358,0.014,0.006
4273,0.359,0.005,0.009
4274,0.36,0.005,0.008
4275,0.361,0.009,0.008
4276,0.362,0.005,0.01
4277,0.363,0.004,0.009
4278,0.364,0.006,0.01
4279,0.365,-0.002,0.007
4280,0.366,0.004,0.007
4281,0.367,0.0,0.0
4282,0.368,-0.002,-0.001
4283,0.369,0.004,-0.001
4284,0.37,0.001,-0.002
4285,0.371,-0.007,-0.007
4286,0.372,-0.026,-0.02
4287,0.373,-0.03,-0.02
4288,0.374,-0.003,-0.002
4289,0.375,0.014,0.005
4290,0.376,0.012,0.004
4291,0.377,0.009,0.007
4292,0.378,0.013,0.005
4293,0.379,0.011,0.003
4294,0.38,0.009,0.003
4295,0.381,0.014,-0.006
4296,0.382,0.014,-0.005
4297,0.383,0.009,0.0
4298,0.384,0.018,0.001
4299,0.385,0.008,0.0
4300,0.386,0.006,-0.001
4301,0.387,0.006,0.0
4302,0.388,-0.001,0.005
4303,0.389,0.003,0.002
4304,0.39,0.006,0.003
4305,0.391,-0.007,-0.006
4306,0.392,-0.028,-0.021
4307,0.393,-0.029,-0.016
4308,0.394,-0.003,0.004
4309,0.395,0.017,0.013
4310,0.396,0.011,0.008
4311,0.397,0.011,0.008
4312,0.398,0.015,0.011
4313,0.399,0.008,0.008
4314,0.4,0.013,0.002
4315,0.401,0.018,-0.007
4316,0.402,0.016,-0.001
4317,0.403,0.012,0.003
4318,0.404,0.015,0.005
4319,0.405,0.012,0.002
4320,0.406,0.006,0.0
4321,0.407,0.006,-0.003
4322,0.408,0.005,-0.004
4323,0.409,-0.001,-0.006
4324,0.41,0.003,-0.004
4325,0.411,-0.004,-0.006
4326,0.412,-0.031,-0.019
4327,0.413,-0.028,-0.018
4328,0.414,-0.002,-0.001
4329,0.415,0.016,0.009
4330,0.416,0.013,0.005
4331,0.417,0.007,0.008
4332,0.418,0.011,0.006
4333,0.419,0.011,0.006
4334,0.42,0.008,0.006
4335,0.421,0.009,0.001
4336,0.422,0.016,0.004
4337,0.423,0.008,0.002
4338,0.424,0.006,0.006
4339,0.425,0.008,0.005
4340,0.426,0.004,0.005
4341,0.427,-0.003,0.0
4342,0.428,0.002,0.0
4343,0.429,0.001,0.002
4344,0.43,-0.002,0.001
4345,0.431,-0.002,0.001
4346,0.432,-0.028,-0.013
4347,0.433,-0.03,-0.012
4348,0.434,0.003,0.007
4349,0.435,0.013,0.015
4350,0.436,0.006,0.009
4351,0.437,0.012,0.007
4352,0.438,0.014,-0.001
4353,0.439,0.006,-0.004
4354,0.44,0.012,-0.001
4355,0.441,0.015,-0.001
4356,0.442,0.016,0.004
4357,0.443,0.011,0.008
4358,0.444,0.017,0.009
4359,0.445,0.007,0.007
4360,0.446,0.008,0.001
4361,0.447,0.005,-0.003
4362,0.448,0.0,0.001
4363,0.449,0.006,0.001
4364,0.45,0.003,0.0
4365,0.451,-0.006,-0.007
4366,0.452,-0.024,-0.024
4367,0.453,-0.027,-0.026
4368,0.454,-0.002,-0.005
4369,0.455,0.017,0.004
4370,0.456,0.015,0.002
4371,0.457,0.009,0.004
4372,0.458,0.012,0.004
4373,0.459,0.015,0.004
4374,0.46,0.011,0.005
4375,0.461,0.004,0.003
4376,0.462,0.014,0.004
4377,0.463,0.014,0.005
4378,0.464,0.008,0.008
4379,0.465,0.012,0.006
4380,0.466,0.012,0.004
4381,0.467,0.003,0.0
4382,0.468,0.008,0.001
4383,0.469,0.008,0.001
4384,0.47,0.001,-0.003
4385,0.471,-0.008,-0.012
4386,0.472,-0.026,-0.033
4387,0.473,-0.029,-0.028
4388,0.474,0.004,0.003
4389,0.475,0.019,0.011
4390,0.476,0.008,0.008
4391,0.477,0.013,0.01
4392,0.478,0.011,0.011
4393,0.479,0.004,0.008
4394,0.48,0.013,0.01
4395,0.481,0.006,0.008
4396,0.482,0.008,0.008
4397,0.483,0.013,0.006
4398,0.484,0.006,0.003
4399,0.485,0.008,0.0
4400,0.486,0.009,0.0
4401,0.487,-0.003,-0.003
4402,0.488,0.005,-0.003
4403,0.489,0.004,-0.001
4404,0.49,-0.002,-0.003
4405,0.491,0.0,-0.009
4406,0.492,-0.029,-0.025
4407,0.493,-0.035,-0.023
4408,0.494,0.005,0.001
4409,0.495,0.025,0.015
4410,0.496,0.018,0.018
4411,0.497,0.025,0.021
4412,0.498,0.029,0.02
4413,0.499,0.013,0.017
4414,0.5,0.02,0.017
4415,1.32,0.015,0.009
4416,1.321,0.017,0.007
4417,1.322,0.014,0.008
4418,1.323,0.0,0.009
4419,1.324,0.012,0.008
4420,1.325,0.012,0.003
4421,1.326,0.001,-0.001
4422,1.327,0.004,-0.006
4423,1.328,0.0,-0.002
4424,1.329,-0.002,0.0
4425,1.33,0.0,-0.001
4426,1.331,-0.021,-0.015
4427,1.332,-0.067,-0.038
4428,1.333,-0.047,-0.027
4429,1.334,-0.004,0.003
4430,1.335,0.028,0.011
4431,1.336,0.023,0.004
4432,1.337,0.019,0.007
4433,1.338,0.007,0.002
4434,1.339,-0.012,0.002
4435,1.34,-0.016,0.005
4436,1.341,-0.018,0.003
4437,1.342,-0.032,0.009
4438,1.343,-0.06,0.007
4439,1.344,-0.061,0.007
4440,1.345,-0.072,0.006
4441,1.346,-0.039,0.005
4442,1.347,0.033,0.0
4443,1.348,0.09,0.004
4444,1.349,0.076,0.001
4445,1.35,0.051,-0.001
4446,1.351,0.023,-0.017
4447,1.352,-0.03,-0.043
4448,1.353,-0.018,-0.031
4449,1.354,0.016,0.002
4450,1.355,0.03,0.012
4451,1.356,0.026,0.003
4452,1.357,0.028,0.005
4453,1.358,0.023,0.004
4454,1.359,0.025,0.006
4455,1.36,0.016,0.009
4456,1.361,0.001,0.008
4457,1.362,0.0,0.006
4458,1.363,-0.007,0.004
4459,1.364,-0.003,0.002
4460,1.365,-0.001,-0.001
4461,1.366,-0.001,0.0
4462,1.367,-0.011,-0.006
4463,1.368,-0.004,-0.005
4464,1.369,0.003,-0.005
4465,1.37,-0.003,-0.005
4466,1.371,-0.02,-0.016
4467,1.372,-0.057,-0.041
4468,1.373,-0.052,-0.029
4469,1.374,0.004,0.003
4470,1.375,0.02,0.015
4471,1.376,0.005,0.011
4472,1.377,0.011,0.013
4473,1.378,0.015,0.012
4474,1.379,0.005,0.009
4475,1.38,0.01,0.012
4476,1.381,0.013,0.009
4477,1.382,0.009,0.012
4478,1.383,0.008,0.008
4479,1.384,0.01,0.009
4480,1.385,-0.007,0.008
4481,1.386,0.005,0.007
4482,1.387,0.001,-0.001
4483,1.388,-0.003,-0.001
4484,1.389,-0.001,-0.001
4485,1.39,-0.003,-0.006
4486,1.391,-0.021,-0.018
4487,1.392,-0.057,-0.041
4488,1.393,-0.051,-0.026
4489,1.394,0.002,0.008
4490,1.395,0.023,0.017
4491,1.396,0.004,0.008
4492,1.397,0.02,0.008
4493,1.398,0.027,0.006
4494,1.399,0.021,0.009
4495,1.4,0.024,0.01
4496,1.401,0.021,0.007
4497,1.402,0.019,0.01
4498,1.403,0.013,0.008
4499,1.404,0.022,0.009
4500,1.405,0.006,0.005
4501,1.406,-0.005,0.003
4502,1.407,-0.026,-0.002
4503,1.408,-0.023,0.0
4504,1.409,-0.016,0.0
4505,1.41,-0.028,0.002
4506,1.411,-0.046,-0.008
4507,1.412,-0.085,-0.036
4508,1.413,-0.083,-0.027
4509,1.414,0.019,0.003
4510,1.415,0.101,0.014
4511,1.416,0.099,0.011
4512,1.417,0.118,0.013
4513,1.418,0.107,0.009
4514,1.419,0.067,0.007
4515,1.42,-0.009,0.011
4516,1.421,-0.036,0.009
4517,1.422,-0.022,0.01
4518,1.423,-0.039,0.008
4519,1.424,-0.014,0.006
4520,1.425,-0.02,0.0
4521,1.426,-0.01,-0.001
4522,1.427,-0.019,-0.007
4523,1.428,0.028,-0.003
4524,1.429,0.08,-0.001
4525,1.43,0.004,-0.002
4526,1.431,-0.048,-0.012
4527,1.432,-0.045,-0.037
4528,1.433,-0.057,-0.027
4529,1.434,0.008,0.005
4530,1.435,0.029,0.016
4531,1.436,0.018,0.008
4532,1.437,0.02,0.009
4533,1.438,0.014,0.006
4534,1.439,0.037,0.003
4535,1.44,0.061,0.006
4536,1.441,0.03,0.002
4537,1.442,0.012,0.003
4538,1.443,0.012,0.003
4539,1.444,0.018,0.007
4540,1.445,0.009,0.005
4541,1.446,0.007,0.006
4542,1.447,0.007,0.001
4543,1.448,-0.002,0.003
4544,1.449,0.012,0.0
4545,1.45,0.019,0.0
4546,1.451,-0.008,-0.013
4547,1.452,-0.052,-0.039
4548,1.453,-0.035,-0.028
4549,1.454,0.001,0.004
4550,1.455,0.008,0.014
4551,1.456,-0.029,0.009
4552,1.457,-0.069,0.01
4553,1.458,-0.092,0.009
4554,1.459,-0.107,0.009
4555,1.46,-0.139,0.01
4556,1.461,-0.123,0.008
4557,1.462,-0.008,0.007
4558,1.463,0.146,0.001
4559,1.464,0.056,0.002
4560,1.465,-0.017,0.0
4561,1.466,0.036,0.0
4562,1.467,0.047,-0.004
4563,1.468,0.197,-0.003
4564,1.469,0.197,-0.003
4565,1.47,0.17,-0.004
4566,1.471,0.145,-0.017
4567,1.472,0.049,-0.04
4568,1.473,0.032,-0.027
4569,1.474,0.013,0.008
4570,1.475,-0.197,0.021
4571,1.476,-0.3,0.019
4572,1.477,-0.229,0.026
4573,1.478,-0.166,0.024
4574,1.479,0.036,0.015
4575,1.48,0.152,0.012
4576,1.481,-0.034,0.007
4577,1.482,-0.06,0.007
4578,1.483,-0.012,0.005
4579,1.484,-0.079,0.009
4580,1.485,-0.084,0.004
4581,1.486,-0.057,0.004
4582,1.487,0.072,0.0
4583,1.488,0.152,0.0
4584,1.489,0.271,0.0
4585,1.49,0.28,0.0
4586,1.491,0.18,-0.012
4587,1.492,0.096,-0.038
4588,1.493,0.08,-0.024
4589,1.494,0.118,0.006
4590,1.495,0.115,0.012
4591,1.496,0.086,0.01
4592,1.497,0.083,0.014
4593,1.498,0.074,0.013
4594,1.499,0.065,0.01
4595,1.5,0.042,0.008
4596,1.501,-0.004,0.006
4597,1.502,-0.04,0.004
4598,1.503,-0.056,0.003
4599,1.504,-0.099,0.004
4600,1.505,-0.191,0.001
4601,1.506,-0.217,0.001
4602,1.507,-0.158,-0.002
4603,1.508,0.098,0.004
4604,1.509,0.108,0.003
4605,1.51,-0.034,0.0
4606,1.511,-0.095,-0.013
4607,1.512,-0.093,-0.04
4608,1.513,-0.03,-0.027
4609,1.514,-0.032,0.0
4610,1.515,0.025,0.009
4611,1.516,-0.004,0.0
4612,1.517,0.026,0.003
4613,1.518,0.034,0.0
4614,1.519,0.007,-0.004
4615,1.52,0.0,0.0
4616,1.521,-0.146,0.0
4617,1.522,-0.133,0.006
4618,1.523,-0.106,0.006
4619,1.524,-0.056,0.009
4620,1.525,-0.007,0.007
4621,1.526,-0.202,0.005
4622,1.527,-0.481,0.001
4623,1.528,-0.609,0.003
4624,1.529,-0.479,0.0
4625,1.53,-0.149,-0.002
4626,1.531,-0.216,-0.012
4627,1.532,-0.226,-0.035
4628,1.533,0.161,-0.026
4629,1.534,0.276,0.002
4630,1.535,0.164,0.01
4631,1.536,0.312,0.006
4632,1.537,0.464,0.006
4633,1.538,0.191,0.004
4634,1.539,0.238,0.001
4635,1.54,0.461,0.001
4636,1.541,0.505,-0.001
4637,1.542,0.352,0.001
4638,1.543,0.243,0.002
4639,1.544,0.23,0.005
4640,1.545,0.067,0.006
4641,1.546,0.025,0.007
4642,1.547,-0.145,0.008
4643,1.548,-0.528,0.012
4644,1.549,-0.652,0.014
4645,1.55,-0.479,0.011
4646,1.551,0.292,-0.006
4647,1.552,0.43,-0.035
4648,1.553,0.126,-0.029
4649,1.554,0.183,-0.003
4650,1.555,0.16,0.004
4651,1.556,0.098,0.0
4652,1.557,0.086,0.006
4653,1.558,0.202,0.01
4654,1.559,0.15,0.011
4655,1.56,0.077,0.009
4656,1.561,0.071,0.005
4657,1.562,0.075,0.003
4658,1.563,0.063,0.0
4659,1.564,0.054,-0.001
4660,1.565,0.086,-0.003
4661,1.566,0.096,-0.004
4662,1.567,0.098,-0.006
4663,1.568,0.075,-0.003
4664,1.569,-0.067,0.0
4665,1.57,-0.391,0.0
4666,1.571,-0.442,-0.011
4667,1.572,-0.169,-0.036
4668,1.573,0.078,-0.029
4669,1.574,0.127,0.0
4670,1.575,-0.109,0.007
4671,1.576,-0.18,0.003
4672,1.577,-0.451,0.007
4673,1.578,-0.607,0.003
4674,1.579,-0.139,0.004
4675,1.58,0.267,0.008
4676,1.581,0.032,0.007
4677,1.582,-0.421,0.011
4678,1.583,-0.523,0.014
4679,1.584,-0.766,0.018
4680,1.585,-0.512,0.015
4681,1.586,0.05,0.008
4682,1.587,0.372,0.001
4683,1.588,0.607,-0.002
4684,1.589,0.684,-0.011
4685,1.59,0.413,-0.014
4686,1.591,0.457,-0.023
4687,1.592,0.416,-0.039
4688,1.593,0.271,-0.027
4689,1.594,0.187,0.001
4690,1.595,0.123,0.008
4691,1.596,0.146,0.009
4692,1.597,0.123,0.013
4693,1.598,0.176,0.011
4694,1.599,0.118,0.009
4695,1.6,0.094,0.006
4696,1.601,0.034,0.004
4697,1.602,0.05,0.004
4698,1.603,-0.046,0.004
4699,1.604,-0.074,0.005
4700,1.605,-0.015,0.003
4701,1.606,0.0,0.004
4702,1.607,-0.035,0.002
4703,1.608,-0.063,0.006
4704,1.609,-0.098,0.005
4705,1.61,-0.045,0.001
4706,1.611,-0.027,-0.012
4707,1.612,-0.064,-0.032
4708,1.613,-0.071,-0.022
4709,1.614,-0.045,0.003
4710,1.615,-0.04,0.008
4711,1.616,-0.031,0.0
4712,1.617,-0.015,0.0
4713,1.618,-0.022,0.0
4714,1.619,-0.01,0.0
4715,1.62,-0.022,0.0
4716,2.44,-0.069,0.001
4717,2.441,-0.021,0.004
4718,2.442,0.017,0.006
4719,2.443,0.027,0.0
4720,2.444,0.027,0.0
4721,2.445,-0.005,-0.004
4722,2.446,-0.096,-0.007
4723,2.447,-0.187,-0.012
4724,2.448,-0.264,-0.01
4725,2.449,-0.228,-0.009
4726,2.45,-0.062,-0.012
4727,2.451,0.014,-0.019
4728,2.452,0.088,-0.032
4729,2.453,0.289,-0.023
4730,2.454,0.341,-0.006
4731,2.455,0.194,-0.002
4732,2.456,0.111,-0.005
4733,2.457,0.131,-0.007
4734,2.458,0.079,-0.009
4735,2.459,0.078,-0.007
4736,2.46,0.063,-0.005
4737,2.461,0.054,-0.007
4738,2.462,0.037,-0.006
4739,2.463,0.036,-0.006
4740,2.464,0.023,-0.01
4741,2.465,0.01,-0.01
4742,2.466,0.006,-0.012
4743,2.467,-0.003,-0.016
4744,2.468,-0.018,-0.012
4745,2.469,-0.014,-0.014
4746,2.47,-0.012,-0.014
4747,2.471,-0.041,-0.026
4748,2.472,-0.033,-0.038
4749,2.473,0.029,-0.025
4750,2.474,0.031,-0.008
4751,2.475,-0.009,-0.006
4752,2.476,-0.039,-0.007
4753,2.477,-0.123,-0.006
4754,2.478,-0.21,-0.007
4755,2.479,-0.261,-0.004
4756,2.48,-0.127,-0.003
4757,2.481,0.148,-0.002
4758,2.482,0.132,-0.004
4759,2.483,0.056,-0.007
4760,2.484,0.048,-0.013
4761,2.485,0.12,-0.017
4762,2.486,0.203,-0.019
4763,2.487,0.042,-0.022
4764,2.488,-0.013,-0.02
4765,2.489,-0.049,-0.023
4766,2.49,-0.024,-0.023
4767,2.491,0.016,-0.031
4768,2.492,0.036,-0.037
4769,2.493,0.059,-0.018
4770,2.494,0.222,0.0
4771,2.495,0.3,0.001
4772,2.496,0.147,-0.001
4773,2.497,0.023,-0.003
4774,2.498,-0.018,-0.006
4775,2.499,-0.053,-0.004
4776,2.5,-0.114,-0.004
4777,2.501,-0.082,-0.007
4778,2.502,-0.028,-0.007
4779,2.503,-0.094,-0.005
4780,2.504,-0.1,-0.005
4781,2.505,-0.017,-0.005
4782,2.506,0.009,-0.006
4783,2.507,-0.081,-0.011
4784,2.508,-0.241,-0.012
4785,2.509,-0.503,-0.015
4786,2.51,-0.413,-0.018
4787,2.511,0.096,-0.023
4788,2.512,0.251,-0.033
4789,2.513,0.141,-0.018
4790,2.514,0.22,0.0
4791,2.515,0.284,0.0
4792,2.516,0.181,0.0
4793,2.517,0.067,0.005
4794,2.518,-0.008,0.0
4795,2.519,-0.109,0.001
4796,2.52,0.034,0.003
4797,2.521,0.167,0.002
4798,2.522,0.042,0.001
4799,2.523,0.052,0.0
4800,2.524,0.104,-0.001
4801,2.525,0.077,-0.004
4802,2.526,0.012,-0.005
4803,2.527,-0.032,-0.009
4804,2.528,-0.063,-0.002
4805,2.529,-0.15,-0.003
4806,2.53,-0.304,0.0
4807,2.531,-0.381,-0.006
4808,2.532,-0.523,-0.015
4809,2.533,-0.4,-0.002
4810,2.534,-0.152,0.013
4811,2.535,-0.407,0.018
4812,2.536,-0.501,0.02
4813,2.537,-0.139,0.015
4814,2.538,0.546,0.007
4815,2.539,0.811,0.006
4816,2.54,0.481,0.005
4817,2.541,0.513,0.004
4818,2.542,0.351,0.002
4819,2.543,0.184,0.002
4820,2.544,0.266,0.0
4821,2.545,0.206,0.001
4822,2.546,0.218,0.002
4823,2.547,0.224,-0.003
4824,2.548,0.245,-0.006
4825,2.549,0.121,-0.009
4826,2.55,0.009,-0.012
4827,2.551,-0.018,-0.016
4828,2.552,-0.023,-0.022
4829,2.553,-0.019,-0.004
4830,2.554,-0.013,0.017
4831,2.555,-0.094,0.023
4832,2.556,-0.038,0.016
4833,2.557,0.025,0.01
4834,2.558,-0.08,0.001
4835,2.559,-0.216,0.0
4836,2.56,-0.198,0.0
4837,2.561,-0.131,0.005
4838,2.562,-0.049,0.01
4839,2.563,0.007,0.015
4840,2.564,-0.058,0.018
4841,2.565,-0.202,0.017
4842,2.566,-0.319,0.013
4843,2.567,-0.147,0.006
4844,2.568,-0.014,0.005
4845,2.569,-0.122,0.0
4846,2.57,0.008,0.0
4847,2.571,0.091,-0.009
4848,2.572,0.116,-0.019
4849,2.573,0.077,-0.011
4850,2.574,0.009,0.005
4851,2.575,0.006,0.006
4852,2.576,0.063,0.003
4853,2.577,0.154,0.003
4854,2.578,0.156,0.0
4855,2.579,0.185,0.0
4856,2.58,0.173,0.001
4857,2.581,-0.004,0.0
4858,2.582,-0.28,0.005
4859,2.583,-0.534,0.006
4860,2.584,-1.015,0.005
4861,2.585,-1.254,0.004
4862,2.586,-0.806,0.01
4863,2.587,0.196,0.012
4864,2.588,0.478,0.01
4865,2.589,0.164,0.01
4866,2.59,0.258,0.009
4867,2.591,0.192,0.0
4868,2.592,0.094,-0.003
4869,2.593,0.5,0.01
4870,2.594,0.607,0.02
4871,2.595,0.526,0.024
4872,2.596,0.147,0.017
4873,2.597,0.174,0.011
4874,2.598,0.636,0.011
4875,2.599,0.729,0.012
4876,2.6,0.227,0.011
4877,2.601,-0.153,0.007
4878,2.602,-0.168,0.006
4879,2.603,-0.484,0.003
4880,2.604,-0.275,0.002
4881,2.605,0.058,0.001
4882,2.606,0.25,0.003
4883,2.607,-0.014,0.001
4884,2.608,0.12,-0.003
4885,2.609,0.048,-0.006
4886,2.61,0.121,-0.002
4887,2.611,0.021,-0.001
4888,2.612,-0.317,-0.012
4889,2.613,-0.391,-0.004
4890,2.614,-0.488,0.007
4891,2.615,-0.249,0.006
4892,2.616,0.099,0.011
4893,2.617,0.164,0.011
4894,2.618,0.106,0.007
4895,2.619,0.307,0.004
4896,2.62,0.283,0.002
4897,2.621,0.251,0.002
4898,2.622,0.2,0.002
4899,2.623,0.208,0.0
4900,2.624,0.134,-0.003
4901,2.625,0.211,-0.004
4902,2.626,0.119,0.0
4903,2.627,-0.045,0.002
4904,2.628,-0.18,0.01
4905,2.629,-0.481,0.003
4906,2.63,-0.848,-0.002
4907,2.631,-0.965,-0.006
4908,2.632,-0.349,-0.01
4909,2.633,0.567,0.0
4910,2.634,0.454,0.01
4911,2.635,0.032,0.014
4912,2.636,0.311,0.012
4913,2.637,0.241,0.013
4914,2.638,0.097,0.011
4915,2.639,0.058,0.009
4916,2.64,0.062,0.008
4917,2.641,0.074,0.006
4918,2.642,0.14,0.009
4919,2.643,0.221,0.008
4920,2.644,0.127,0.005
4921,2.645,-0.131,-0.004
4922,2.646,-0.127,-0.008
4923,2.647,0.232,-0.003
4924,2.648,0.272,0.004
4925,2.649,-0.008,0.004
4926,2.65,0.053,0.001
4927,2.651,0.035,-0.004
4928,2.652,-0.154,-0.01
4929,2.653,-0.188,-0.004
4930,2.654,-0.14,0.004
4931,2.655,-0.054,0.005
4932,2.656,-0.05,0.001
4933,2.657,-0.126,0.005
4934,2.658,-0.14,0.001
4935,2.659,0.008,0.005
4936,2.66,0.045,0.005
4937,2.661,0.013,0.009
4938,2.662,-0.041,0.012
4939,2.663,-0.114,0.011
4940,2.664,-0.106,0.012
4941,2.665,-0.081,0.016
4942,2.666,-0.005,0.02
4943,2.667,0.083,0.022
4944,2.668,-0.043,0.028
4945,2.669,-0.121,0.027
4946,2.67,-0.142,0.018
4947,2.671,-0.066,0.002
4948,2.672,-0.108,-0.007
4949,2.673,-0.182,0.0
4950,2.674,-0.103,0.013
4951,2.675,-0.121,0.018
4952,2.676,-0.092,0.018
4953,2.677,-0.061,0.018
4954,2.678,-0.024,0.014
4955,2.679,0.033,0.013
4956,2.68,0.043,0.011
4957,2.681,0.035,0.01
4958,2.682,0.002,0.008
4959,2.683,0.016,0.005
4960,2.684,0.003,0.004
4961,2.685,-0.032,-0.001
4962,2.686,-0.023,-0.007
4963,2.687,-0.018,-0.011
4964,2.688,-0.036,-0.012
4965,2.689,-0.085,-0.014
4966,2.69,-0.117,-0.013
4967,2.691,-0.065,-0.019
4968,2.692,0.063,-0.024
4969,2.693,0.146,-0.016
4970,2.694,0.154,-0.008
4971,2.695,0.098,-0.014
4972,2.696,0.052,-0.019
4973,2.697,0.044,-0.019
4974,2.698,0.004,-0.019
4975,2.699,-0.017,-0.02
4976,2.7,-0.074,-0.016
4977,2.701,0.145,-0.012
4978,2.702,1.585,-0.007
4979,2.703,3.332,-0.003
4980,2.704,3.162,0.001
4981,2.705,2.886,0.0
4982,2.706,2.781,-0.001
4983,2.707,2.572,0.0
4984,2.708,2.447,0.002
4985,2.709,2.284,0.004
4986,2.71,2.156,-0.002
4987,2.711,2.026,-0.023
4988,2.712,1.904,-0.032
4989,2.713,1.791,-0.023
4990,2.714,1.684,-0.016
4991,2.715,1.584,-0.021
4992,2.716,1.491,-0.022
4993,2.717,1.404,-0.011
4994,2.718,1.32,-0.017
4995,2.719,1.242,-0.011
4996,2.72,1.17,-0.008
4997,2.721,1.101,-0.005
4998,2.722,1.038,-0.003
4999,2.723,0.977,-0.002
5000,2.724,0.92,0.001
5001,2.725,0.867,0.005
5002,2.726,0.817,0.006
5003,2.727,0.77,0.003
5004,2.728,0.725,0.001
5005,2.729,0.683,-0.002
5006,2.73,0.644,-0.003
5007,2.731,0.607,-0.01
5008,2.732,0.572,-0.016
5009,2.733,0.54,-0.003
5010,2.734,0.508,0.009
5011,2.735,0.48,0.008
5012,2.736,0.452,0.002
5013,2.737,0.426,0.006
5014,2.738,0.402,0.006
5015,2.739,0.379,0.003
5016,2.74,0.358,0.003
5017,2.741,0.337,0.002
5018,2.742,0.118,0.0
5019,2.743,-0.273,0.002
5020,2.744,-0.569,0.003
5021,2.745,-0.841,0.012
5022,2.746,-1.069,0.025
5023,2.747,-1.259,0.034
5024,2.748,-1.447,0.043
5025,2.749,-1.586,0.037
5026,2.75,-1.735,0.014
5027,2.751,-1.857,-0.007
5028,2.752,-1.977,-0.014
5029,2.753,-2.08,-0.013
5030,2.754,-2.178,-0.021
5031,2.755,-2.259,-0.076
5032,2.756,-2.335,-0.182
5033,2.757,-2.396,-0.209
5034,2.758,-2.451,-0.094
5035,2.759,-2.491,-0.046
5036,2.76,-2.525,-0.028
5037,3.56,-0.182,0.03
5038,3.561,-0.116,0.03
5039,3.562,0.053,0.031
5040,3.563,0.179,0.029
5041,3.564,0.128,0.028
5042,3.565,0.074,0.025
5043,3.566,-0.018,0.022
5044,3.567,-0.002,0.018
5045,3.568,0.016,0.017
5046,3.569,-0.024,0.017
5047,3.57,-0.039,0.016
5048,3.571,-0.074,0.006
5049,3.572,-0.112,0.0
5050,3.573,-0.149,0.007
5051,3.574,-0.228,0.015
5052,3.575,-0.308,0.017
5053,3.576,-0.143,0.014
5054,3.577,0.202,0.014
5055,3.578,0.312,0.012
5056,3.579,0.206,0.014
5057,3.58,0.168,0.014
5058,3.581,0.189,0.015
5059,3.582,0.276,0.012
5060,3.583,0.213,0.009
5061,3.584,0.096,0.007
5062,3.585,0.055,0.005
5063,3.586,-0.019,0.003
5064,3.587,-0.06,0.001
5065,3.588,-0.132,0.002
5066,3.589,-0.133,0.001
5067,3.59,-0.099,0.001
5068,3.591,-0.052,-0.004
5069,3.592,-0.026,-0.009
5070,3.593,-0.043,-0.001
5071,3.594,-0.043,0.006
5072,3.595,-0.08,0.006
5073,3.596,-0.028,0.009
5074,3.597,0.166,0.008
5075,3.598,0.192,0.004
5076,3.599,0.096,0.007
5077,3.6,0.057,0.006
5078,3.601,0.036,0.008
5079,3.602,0.028,0.006
5080,3.603,-0.006,0.001
5081,3.604,-0.05,-0.003
5082,3.605,-0.081,-0.006
5083,3.606,-0.077,-0.01
5084,3.607,-0.082,-0.006
5085,3.608,-0.116,-0.002
5086,3.609,-0.152,0.001
5087,3.61,-0.18,0.007
5088,3.611,-0.149,0.004
5089,3.612,-0.307,0.003
5090,3.613,-0.293,0.011
5091,3.614,-0.07,0.017
5092,3.615,-0.286,0.008
5093,3.616,0.161,-0.002
5094,3.617,0.671,-0.003
5095,3.618,0.343,-0.005
5096,3.619,0.25,-0.001
5097,3.62,0.197,0.001
5098,3.621,0.162,0.002
5099,3.622,0.167,0.001
5100,3.623,0.101,-0.001
5101,3.624,0.1,-0.004
5102,3.625,0.057,-0.009
5103,3.626,0.058,-0.017
5104,3.627,0.028,-0.018
5105,3.628,0.012,-0.018
5106,3.629,-0.011,-0.019
5107,3.63,0.019,-0.013
5108,3.631,0.014,-0.016
5109,3.632,-0.009,-0.022
5110,3.633,0.012,-0.016
5111,3.634,0.026,-0.008
5112,3.635,0.007,-0.009
5113,3.636,-0.023,-0.006
5114,3.637,-0.046,-0.001
5115,3.638,-0.008,0.002
5116,3.639,0.002,0.004
5117,3.64,-0.038,0.004
5118,3.641,-0.005,0.002
5119,3.642,0.055,-0.001
5120,3.643,0.075,-0.008
5121,3.644,0.034,-0.014
5122,3.645,0.07,-0.016
5123,3.646,0.13,-0.02
5124,3.647,-0.015,-0.021
5125,3.648,-0.091,-0.021
5126,3.649,-0.164,-0.02
5127,3.65,-0.114,-0.025
5128,3.651,-0.056,-0.034
5129,3.652,-0.055,-0.042
5130,3.653,-0.037,-0.037
5131,3.654,-0.056,-0.032
5132,3.655,-0.024,-0.03
5133,3.656,0.024,-0.027
5134,3.657,-0.133,-0.024
5135,3.658,-0.705,-0.02
5136,3.659,-0.879,-0.007
5137,3.66,-0.698,0.003
5138,3.661,-0.332,0.008
5139,3.662,0.106,0.004
5140,3.663,0.283,0.0
5141,3.664,0.067,-0.006
5142,3.665,-0.557,-0.005
5143,3.666,-0.711,-0.004
5144,3.667,-0.238,-0.002
