,Time,Tibialis antelior,Gastrocnemius medialis
2053,0.046,0.014,0.007
2054,0.047,0.008,0.008
2055,0.048,0.004,0.005
2056,0.049,0.009,0.007
2057,0.05,0.007,0.003
2058,0.051,0.015,0.004
2059,0.052,0.018,0.001
2060,0.053,0.02,0.004
2061,0.054,0.016,0.004
2062,0.055,0.013,0.003
2063,0.056,0.007,0.001
2064,0.057,0.003,0.0
2065,0.058,0.0,-0.001
2066,0.059,-0.001,-0.004
2067,0.06,0.002,-0.002
2068,0.061,0.002,-0.002
2069,0.062,0.003,-0.002
2070,0.063,-0.017,-0.008
2071,0.064,-0.03,-0.014
2072,0.065,-0.013,-0.007
2073,0.066,0.007,0.004
2074,0.067,0.012,0.005
2075,0.068,0.013,0.006
2076,0.069,0.014,0.008
2077,0.07,0.008,0.007
2078,0.071,0.006,0.002
2079,0.072,0.006,-0.002
2080,0.073,0.008,-0.001
2081,0.074,0.009,0.0
2082,0.075,0.011,0.0
2083,0.076,0.011,0.002
2084,0.077,0.008,0.001
2085,0.078,0.006,-0.002
2086,0.079,-0.002,-0.002
2087,0.08,0.0,0.0
2088,0.081,0.002,0.0
2089,0.082,0.001,-0.004
2090,0.083,-0.013,-0.015
2091,0.084,-0.026,-0.023
2092,0.085,-0.005,-0.01
2093,0.086,0.014,0.0
2094,0.087,0.014,0.002
2095,0.088,0.008,0.001
2096,0.089,0.014,0.003
2097,0.09,0.012,0.004
2098,0.091,0.014,0.004
2099,0.092,0.014,0.003
2100,0.093,0.011,0.007
2101,0.094,0.004,0.01
2102,0.095,0.005,0.011
2103,0.096,0.004,0.007
2104,0.097,0.002,0.005
2105,0.098,0.004,0.003
2106,0.099,0.002,0.001
2107,0.1,0.004,0.001
2108,0.101,0.0,-0.002
2109,0.102,-0.004,-0.006
2110,0.103,-0.017,-0.014
2111,0.104,-0.024,-0.02
2112,0.105,-0.007,-0.01
2113,0.106,0.01,0.003
2114,0.107,0.006,0.01
2115,0.108,0.003,0.016
2116,0.109,0.008,0.018
2117,0.11,0.003,0.011
2118,0.111,0.005,0.015
2119,0.112,0.006,0.011
2120,0.113,0.014,0.016
2121,0.114,0.014,0.014
2122,0.115,0.013,0.009
2123,0.116,0.011,-0.01
2124,0.117,0.006,-0.04
2125,0.118,0.003,-0.025
2126,0.119,0.001,-0.003
2127,0.12,0.008,-0.007
2128,0.121,0.002,-0.011
2129,0.122,0.004,-0.01
2130,0.123,-0.013,-0.009
2131,0.124,-0.029,-0.003
2132,0.125,-0.008,0.011
2133,0.126,0.012,0.025
2134,0.127,0.012,0.018
2135,0.128,0.013,0.014
2136,0.129,0.022,0.013
2137,0.13,0.014,0.001
2138,0.131,0.014,0.002
2139,0.132,0.012,0.004
2140,0.133,0.011,0.007
2141,0.134,0.005,0.009
2142,0.135,0.006,0.009
2143,0.136,0.005,0.007
2144,0.137,0.003,0.006
2145,0.138,0.002,-0.003
2146,0.139,0.0,-0.006
2147,0.14,0.007,-0.005
2148,0.141,0.004,-0.004
2149,0.142,-0.003,-0.004
2150,0.143,-0.02,-0.014
2151,0.144,-0.029,-0.02
2152,0.145,-0.01,-0.007
2153,0.146,0.014,0.009
2154,0.147,0.015,0.009
2155,0.148,0.012,0.008
2156,0.149,0.013,0.004
2157,0.15,0.004,0.001
2158,0.151,0.005,0.002
2159,0.152,0.008,0.002
2160,0.153,0.012,0.002
2161,0.154,0.011,0.0
2162,0.155,0.008,0.001
2163,0.156,0.003,0.001
2164,0.157,0.001,-0.003
2165,0.158,-0.001,-0.004
2166,0.159,-0.004,-0.003
2167,0.16,0.001,-0.002
2168,0.161,0.002,-0.001
2169,0.162,0.005,0.001
2170,0.163,-0.015,-0.009
2171,0.164,-0.027,-0.018
2172,0.165,-0.009,-0.003
2173,0.166,0.008,0.008
2174,0.167,0.009,0.002
2175,0.168,0.009,0.0
2176,0.169,0.012,0.003
2177,0.17,0.009,0.004
2178,0.171,0.012,0.008
2179,0.172,0.009,0.003
2180,0.173,0.006,0.004
2181,0.174,0.002,0.002
2182,0.175,0.001,0.004
2183,0.176,-0.001,0.004
2184,0.177,0.002,0.003
2185,0.178,-0.002,0.002
2186,0.179,0.0,0.0
2187,0.18,0.003,0.004
2188,0.181,0.003,0.003
2189,0.182,0.0,0.002
2190,0.183,-0.018,-0.008
2191,0.184,-0.029,-0.016
2192,0.185,-0.007,0.0
2193,0.186,0.013,0.007
2194,0.187,0.013,0.005
2195,0.188,0.012,0.007
2196,0.189,0.011,0.011
2197,0.19,0.003,0.009
2198,0.191,0.006,0.008
2199,0.192,0.008,0.007
2200,0.193,0.013,0.006
2201,0.194,0.01,0.006
2202,0.195,0.011,0.001
2203,0.196,0.011,0.001
2204,0.197,0.007,-0.005
2205,0.198,0.002,-0.009
2206,0.199,0.0,0.001
2207,0.2,0.006,0.003
2208,0.201,0.005,-0.004
2209,0.202,0.007,-0.006
2210,0.203,-0.012,-0.015
2211,0.204,-0.027,-0.02
2212,0.205,-0.012,-0.007
2213,0.206,0.006,0.004
2214,0.207,0.01,0.002
2215,0.208,0.01,0.006
2216,0.209,0.015,0.011
2217,0.21,0.012,0.008
2218,0.211,0.009,0.01
2219,0.212,0.004,0.009
2220,0.213,0.007,0.009
2221,0.214,0.011,0.008
2222,0.215,0.012,0.004
2223,0.216,0.012,0.002
2224,0.217,0.01,0.002
2225,0.218,0.005,0.0
2226,0.219,-0.001,-0.005
2227,0.22,0.002,0.0
2228,0.221,0.002,-0.002
2229,0.222,0.0,-0.01
2230,0.223,-0.016,-0.021
2231,0.224,-0.028,-0.026
2232,0.225,-0.008,-0.014
2233,0.226,0.012,0.002
2234,0.227,0.009,0.001
2235,0.228,0.01,0.003
2236,0.229,0.012,0.004
2237,0.23,0.006,0.003
2238,0.231,0.012,0.006
2239,0.232,0.015,0.004
2240,0.233,0.013,0.009
2241,0.234,0.007,0.007
2242,0.235,0.003,0.009
2243,0.236,0.001,0.003
2244,0.237,0.005,0.001
2245,0.238,0.002,-0.001
2246,0.239,0.0,0.0
2247,0.24,0.0,-0.001
2248,0.241,0.001,0.0
2249,0.242,0.0,0.001
2250,0.243,-0.021,-0.011
2251,0.244,-0.035,-0.02
2252,0.245,-0.012,-0.007
2253,0.246,0.007,0.008
2254,0.247,0.011,0.007
2255,0.248,0.009,0.004
2256,0.249,0.017,0.003
2257,0.25,0.009,0.002
2258,0.251,0.009,0.005
2259,0.252,0.011,0.001
2260,0.253,0.007,-0.001
2261,0.254,0.009,-0.003
2262,0.255,0.011,-0.006
2263,0.256,0.011,-0.01
2264,0.257,0.013,-0.01
2265,0.258,0.006,-0.006
2266,0.259,0.002,-0.001
2267,0.26,0.003,0.002
2268,0.261,-0.002,-0.019
2269,0.262,-0.002,-0.037
2270,0.263,-0.016,-0.017
2271,0.264,-0.027,0.01
2272,0.265,-0.004,0.015
2273,0.266,0.013,0.02
2274,0.267,0.009,0.01
2275,0.268,0.009,0.005
2276,0.269,0.014,0.006
2277,0.27,0.011,0.003
2278,0.271,0.014,0.002
2279,0.272,0.014,0.0
2280,0.273,0.015,0.002
2281,0.274,0.008,0.0
2282,0.275,0.006,0.0
2283,0.276,0.007,-0.002
2284,0.277,0.011,-0.003
2285,0.278,0.01,-0.006
2286,0.279,0.004,-0.007
2287,0.28,0.008,-0.002
2288,0.281,0.003,0.0
2289,0.282,-0.002,0.002
2290,0.283,-0.018,-0.011
2291,0.284,-0.029,-0.023
2292,0.285,-0.006,-0.008
2293,0.286,0.017,0.008
2294,0.287,0.016,0.015
2295,0.288,0.012,0.01
2296,0.289,0.01,0.009
2297,0.29,0.003,0.004
2298,0.291,0.007,0.005
2299,0.292,0.008,0.006
2300,0.293,0.012,0.004
2301,0.294,0.012,0.003
2302,0.295,0.011,0.003
2303,0.296,0.008,0.003
2304,0.297,0.004,0.004
2305,0.298,-0.001,0.0
2306,0.299,-0.002,0.0
2307,0.3,0.0,0.0
2308,0.301,0.0,-0.001
2309,0.302,0.0,-0.001
2310,0.303,-0.017,-0.013
2311,0.304,-0.032,-0.018
2312,0.305,-0.011,-0.001
2313,0.306,0.008,0.012
2314,0.307,0.005,0.01
2315,0.308,0.003,0.011
2316,0.309,0.009,0.011
2317,0.31,0.009,0.008
2318,0.311,0.01,0.009
2319,0.312,0.014,0.009
2320,0.313,0.018,0.01
2321,0.314,0.015,0.007
2322,0.315,0.013,0.007
2323,0.316,0.006,0.005
2324,0.317,0.005,0.003
2325,0.318,0.001,-0.003
2326,0.319,0.003,-0.005
2327,0.32,0.006,-0.004
2328,0.321,0.003,-0.002
2329,0.322,0.001,-0.006
2330,0.323,-0.02,-0.018
2331,0.324,-0.034,-0.022
2332,0.325,-0.014,-0.006
2333,0.326,0.01,0.005
2334,0.327,0.012,0.005
2335,0.328,0.011,0.006
2336,0.329,0.013,0.009
2337,0.33,0.007,0.005
2338,0.331,0.005,0.005
2339,0.332,0.007,0.004
2340,0.333,0.011,0.003
2341,0.334,0.012,0.004
2342,0.335,0.012,0.003
2343,0.336,0.009,0.001
2344,0.337,0.008,0.002
2345,0.338,0.006,0.0
2346,0.339,-0.001,-0.002
2347,0.34,0.0,-0.001
2348,0.341,-0.003,0.0
2349,0.342,-0.003,-0.002
2350,0.343,-0.018,-0.014
2351,0.344,-0.03,-0.02
2352,0.345,-0.009,-0.006
2353,0.346,0.011,0.006
2354,0.347,0.011,0.005
2355,0.348,0.008,0.005
2356,0.349,0.01,0.006
2357,0.35,0.008,0.001
2358,0.351,0.013,0.007
2359,0.352,0.013,0.003
2360,0.353,0.017,0.006
2361,0.354,0.011,0.004
2362,0.355,0.008,0.003
2363,0.356,0.003,0.002
2364,0.357,0.003,0.003
2365,0.358,0.001,0.0
2366,0.359,0.001,-0.005
2367,0.36,0.003,-0.002
2368,0.361,0.003,-0.002
2369,0.362,0.0,0.0
2370,0.363,-0.021,-0.01
2371,0.364,-0.03,-0.018
2372,0.365,-0.005,-0.005
2373,0.366,0.015,0.007
2374,0.367,0.016,0.008
2375,0.368,0.009,0.008
2376,0.369,0.018,0.009
2377,0.37,0.007,0.006
2378,0.371,0.005,0.003
2379,0.372,0.008,0.002
2380,0.373,0.011,0.004
2381,0.374,0.01,0.003
2382,0.375,0.009,0.002
2383,0.376,0.003,0.001
2384,0.377,-0.002,0.001
2385,0.378,-0.003,0.0
2386,0.379,-0.002,-0.002
2387,0.38,0.001,0.001
2388,0.381,-0.002,-0.001
2389,0.382,-0.006,-0.001
2390,0.383,-0.021,-0.013
2391,0.384,-0.03,-0.023
2392,0.385,-0.011,-0.011
2393,0.386,0.011,0.001
2394,0.387,0.007,0.003
2395,0.388,0.004,0.003
2396,0.389,0.006,0.006
2397,0.39,0.003,0.004
2398,0.391,0.008,0.005
2399,0.392,0.01,0.005
2400,0.393,0.011,0.007
2401,0.394,0.006,0.006
2402,0.395,0.002,0.004
2403,0.396,0.004,0.004
2404,0.397,0.009,0.004
2405,0.398,0.008,0.001
2406,0.399,0.006,0.002
2407,0.4,0.006,0.0
2408,1.18,0.006,0.001
2409,1.181,0.008,0.0
2410,1.182,0.0,-0.005
2411,1.183,-0.045,-0.032
2412,1.184,-0.059,-0.041
2413,1.185,-0.016,-0.011
2414,1.186,0.02,0.009
2415,1.187,0.023,0.004
2416,1.188,0.018,0.005
2417,1.189,0.021,0.006
2418,1.19,0.008,0.001
2419,1.191,0.012,0.003
2420,1.192,0.015,0.002
2421,1.193,0.023,0.006
2422,1.194,0.021,0.005
2423,1.195,0.017,0.002
2424,1.196,0.008,0.001
2425,1.197,0.005,0.002
2426,1.198,-0.003,0.0
2427,1.199,-0.001,-0.002
2428,1.2,0.003,-0.002
2429,1.201,0.004,-0.001
2430,1.202,-0.001,-0.009
2431,1.203,-0.045,-0.033
2432,1.204,-0.061,-0.038
2433,1.205,-0.017,-0.004
2434,1.206,0.019,0.015
2435,1.207,0.015,0.012
2436,1.208,0.015,0.012
2437,1.209,0.036,0.018
2438,1.21,0.041,0.016
2439,1.211,0.045,0.022
2440,1.212,0.027,0.025
2441,1.213,0.02,0.031
2442,1.214,0.011,0.023
2443,1.215,-0.009,-0.002
2444,1.216,-0.034,-0.031
2445,1.217,-0.036,-0.041
2446,1.218,-0.012,-0.062
2447,1.219,-0.03,-0.083
2448,1.22,-0.034,-0.117
2449,1.221,-0.016,-0.187
2450,1.222,0.002,-0.301
2451,1.223,-0.025,-0.415
2452,1.224,-0.037,-0.336
2453,1.225,0.016,-0.196
2454,1.226,0.055,-0.042
2455,1.227,0.032,0.173
2456,1.228,0.013,0.348
2457,1.229,0.007,0.427
2458,1.23,0.002,0.303
2459,1.231,0.009,0.222
2460,1.232,0.007,0.189
2461,1.233,0.005,0.151
2462,1.234,-0.004,0.126
2463,1.235,0.0,0.091
2464,1.236,0.006,0.078
2465,1.237,0.008,0.056
2466,1.238,0.008,0.041
2467,1.239,0.006,0.028
2468,1.24,0.0,0.025
2469,1.241,-0.008,0.015
2470,1.242,-0.018,0.007
2471,1.243,-0.051,-0.023
2472,1.244,-0.066,-0.034
2473,1.245,-0.015,-0.005
2474,1.246,0.017,0.017
2475,1.247,0.007,0.017
2476,1.248,0.015,0.018
2477,1.249,0.028,0.013
2478,1.25,0.022,-0.003
2479,1.251,0.03,-0.012
2480,1.252,0.023,-0.016
2481,1.253,0.018,-0.016
2482,1.254,0.015,-0.021
2483,1.255,0.02,-0.03
2484,1.256,0.02,-0.031
2485,1.257,0.018,-0.019
2486,1.258,0.01,-0.023
2487,1.259,0.003,-0.02
2488,1.26,0.0,-0.014
2489,1.261,0.0,-0.012
2490,1.262,-0.004,-0.022
2491,1.263,-0.046,-0.05
2492,1.264,-0.062,-0.066
2493,1.265,-0.014,-0.04
2494,1.266,0.022,-0.039
2495,1.267,0.017,-0.082
2496,1.268,0.018,-0.098
2497,1.269,0.029,-0.042
2498,1.27,0.024,0.006
2499,1.271,0.028,0.008
2500,1.272,0.019,0.003
2501,1.273,0.008,0.012
2502,1.274,0.002,0.012
2503,1.275,0.008,0.021
2504,1.276,0.011,0.025
2505,1.277,0.009,0.028
2506,1.278,0.002,0.023
2507,1.279,-0.003,0.006
2508,1.28,-0.003,0.0
2509,1.281,-0.002,-0.007
2510,1.282,-0.004,-0.007
2511,1.283,-0.042,-0.039
2512,1.284,-0.056,-0.04
2513,1.285,-0.005,-0.007
2514,1.286,0.03,0.014
2515,1.287,0.014,0.01
2516,1.288,0.012,0.011
2517,1.289,0.014,0.012
2518,1.29,0.014,0.004
2519,1.291,0.022,0.007
2520,1.292,0.019,0.006
2521,1.293,0.019,0.008
2522,1.294,0.009,0.006
2523,1.295,0.017,0.006
2524,1.296,0.022,0.002
2525,1.297,0.014,0.003
2526,1.298,-0.004,-0.002
2527,1.299,-0.005,-0.002
2528,1.3,-0.004,-0.003
2529,1.301,-0.001,-0.007
2530,1.302,-0.008,-0.012
2531,1.303,-0.048,-0.04
2532,1.304,-0.062,-0.044
2533,1.305,-0.015,-0.009
2534,1.306,0.027,0.01
2535,1.307,0.061,0.007
2536,1.308,0.057,0.006
2537,1.309,0.012,0.007
2538,1.31,-0.051,0.0
2539,1.311,-0.038,0.003
2540,1.312,-0.02,0.001
2541,1.313,0.01,0.005
2542,1.314,0.028,0.004
2543,1.315,0.022,0.007
2544,1.316,0.055,0.004
2545,1.317,0.095,0.003
2546,1.318,0.0,0.0
2547,1.319,-0.101,-0.004
2548,1.32,0.023,-0.005
2549,1.321,0.066,-0.008
2550,1.322,0.054,-0.014
2551,1.323,0.065,-0.044
2552,1.324,0.094,-0.051
2553,1.325,0.129,-0.017
2554,1.326,0.066,0.008
2555,1.327,-0.064,0.008
2556,1.328,-0.134,0.012
2557,1.329,-0.174,0.019
2558,1.33,-0.249,0.022
2559,1.331,-0.235,0.026
2560,1.332,-0.189,0.022
2561,1.333,-0.303,0.021
2562,1.334,-0.392,0.016
2563,1.335,-0.189,0.013
2564,1.336,0.274,0.006
2565,1.337,0.442,0.003
2566,1.338,0.255,-0.005
2567,1.339,0.15,-0.006
2568,1.34,0.023,-0.005
2569,1.341,0.096,-0.005
2570,1.342,0.095,-0.008
2571,1.343,0.061,-0.033
2572,1.344,0.042,-0.04
2573,1.345,0.072,-0.005
2574,1.346,0.095,0.015
2575,1.347,0.067,0.012
2576,1.348,0.068,0.009
2577,1.349,0.061,0.011
2578,1.35,0.052,0.006
2579,1.351,0.042,0.009
2580,1.352,0.033,0.005
2581,1.353,0.023,0.007
2582,1.354,0.02,0.003
2583,1.355,0.022,0.004
2584,1.356,0.022,0.002
2585,1.357,0.015,0.0
2586,1.358,0.007,-0.003
2587,1.359,-0.001,-0.003
2588,1.36,-0.006,-0.001
2589,1.361,-0.011,-0.003
2590,1.362,-0.012,-0.005
2591,1.363,-0.052,-0.031
2592,1.364,-0.065,-0.033
2593,1.365,-0.019,0.0
2594,1.366,0.014,0.022
2595,1.367,0.003,0.018
2596,1.368,0.006,0.013
2597,1.369,0.019,0.017
2598,1.37,0.015,0.014
2599,1.371,0.013,0.017
2600,1.372,-0.025,0.01
2601,1.373,-0.035,0.013
2602,1.374,0.008,0.009
2603,1.375,0.02,0.006
2604,1.376,0.0,0.004
2605,1.377,-0.019,0.006
2606,1.378,-0.017,0.006
2607,1.379,0.007,0.009
2608,1.38,-0.004,0.014
2609,1.381,-0.003,0.022
2610,1.382,-0.036,0.025
2611,1.383,-0.114,-0.002
2612,1.384,-0.124,-0.007
2613,1.385,-0.024,0.012
2614,1.386,-0.011,0.01
2615,1.387,-0.008,-0.023
2616,1.388,-0.001,-0.067
2617,1.389,0.029,-0.133
2618,1.39,0.039,-0.187
2619,1.391,0.045,-0.086
2620,1.392,0.038,0.047
2621,1.393,0.016,0.054
2622,1.394,0.002,0.092
2623,1.395,0.003,0.1
2624,1.396,0.005,0.017
2625,1.397,0.0,-0.007
2626,1.398,-0.004,-0.083
2627,1.399,-0.018,-0.127
2628,1.4,-0.021,-0.126
2629,1.401,-0.028,-0.134
2630,1.402,-0.026,-0.156
2631,1.403,-0.059,-0.222
2632,1.404,-0.058,-0.337
2633,1.405,0.004,-0.456
2634,1.406,0.054,-0.414
2635,1.407,0.049,-0.093
2636,1.408,0.051,0.21
2637,1.409,0.052,0.229
2638,1.41,0.032,0.268
2639,1.411,0.027,0.553
2640,1.412,0.009,0.49
2641,1.413,0.0,0.337
2642,1.414,-0.003,0.312
2643,1.415,0.001,0.218
2644,1.416,0.0,0.198
2645,1.417,0.007,0.134
2646,1.418,0.0,0.112
2647,1.419,-0.009,0.069
2648,1.42,-0.008,0.064
2649,1.421,-0.006,0.036
2650,1.422,-0.006,0.026
2651,1.423,-0.047,-0.016
2652,1.424,-0.058,-0.023
2653,1.425,-0.017,-0.003
2654,1.426,0.011,0.012
2655,1.427,0.011,0.003
2656,1.428,0.011,-0.003
2657,1.429,0.016,-0.009
2658,1.43,0.012,-0.019
2659,1.431,0.022,-0.025
2660,1.432,0.019,-0.036
2661,1.433,0.017,-0.038
2662,1.434,0.016,-0.043
2663,1.435,0.021,-0.036
2664,1.436,0.017,-0.043
2665,1.437,0.012,-0.039
2666,1.438,0.001,-0.037
2667,1.439,-0.002,-0.028
2668,1.44,-0.001,-0.005
2669,1.441,-0.006,0.026
2670,1.442,-0.012,0.014
2671,1.443,-0.051,-0.067
2672,1.444,-0.067,-0.121
2673,1.445,-0.024,-0.125
2674,1.446,0.0,-0.152
2675,1.447,-0.008,-0.205
2676,1.448,0.0,-0.272
2677,1.449,0.009,-0.37
2678,1.45,0.014,-0.5
2679,1.451,0.029,-0.539
2680,1.452,0.038,-0.586
2681,1.453,0.049,-0.549
2682,1.454,0.055,-0.15
2683,1.455,0.052,0.505
2684,1.456,0.035,0.917
2685,1.457,-0.003,0.691
2686,1.458,-0.056,0.32
2687,1.459,-0.079,0.173
2688,1.46,-0.084,0.171
2689,1.461,-0.085,0.08
2690,1.462,-0.078,-0.005
2691,1.463,-0.099,-0.09
2692,1.464,-0.083,-0.236
2693,1.465,0.026,-0.324
2694,1.466,0.116,-0.432
2695,1.467,0.163,-0.64
2696,1.468,0.18,-0.467
2697,1.469,0.16,-0.018
2698,1.47,0.111,0.403
2699,1.471,0.071,0.89
2700,1.472,0.028,0.919
2701,1.473,0.008,0.599
2702,1.474,-0.009,0.434
2703,1.475,-0.017,0.332
2704,1.476,-0.024,0.239
2705,1.477,-0.028,0.197
2706,1.478,-0.029,0.104
2707,1.479,-0.02,0.08
2708,1.48,-0.008,0.045
2709,1.481,-0.007,0.036
2710,1.482,-0.017,0.004
2711,1.483,-0.062,-0.028
2712,1.484,-0.072,-0.053
2713,1.485,-0.02,-0.024
2714,1.486,0.013,-0.019
2715,1.487,0.011,-0.029
2716,1.488,0.008,-0.037
2717,1.489,0.012,-0.043
2718,1.49,0.0,-0.057
2719,1.491,0.006,-0.064
2720,1.492,0.013,-0.068
2721,1.493,0.016,-0.067
2722,1.494,0.008,-0.067
2723,1.495,0.002,-0.067
2724,1.496,-0.001,-0.069
2725,1.497,0.002,-0.071
2726,1.498,0.004,-0.075
2727,1.499,0.002,-0.076
2728,1.5,0.001,-0.073
2729,1.501,-0.003,-0.073
2730,1.502,-0.013,-0.078
2731,1.503,-0.046,-0.102
2732,1.504,-0.054,-0.101
2733,1.505,-0.006,-0.067
2734,1.506,0.026,-0.046
2735,1.507,0.018,-0.045
2736,1.508,0.012,-0.042
2737,1.509,0.009,-0.04
2738,1.51,0.002,-0.039
2739,1.511,0.011,-0.035
2740,1.512,0.014,-0.036
2741,1.513,0.018,-0.034
2742,1.514,0.013,-0.034
2743,1.515,0.012,-0.033
2744,1.516,0.009,-0.034
2745,1.517,0.005,-0.034
2746,1.518,-0.002,-0.036
2747,1.519,0.0,-0.034
2748,1.52,0.002,-0.031
2749,2.3,-0.002,-0.116
2750,2.301,-0.01,-0.094
2751,2.302,-0.017,0.02
2752,2.303,-0.027,0.004
2753,2.304,-0.016,0.009
2754,2.305,0.02,0.054
2755,2.306,0.031,0.048
2756,2.307,0.011,0.035
2757,2.308,0.004,0.047
2758,2.309,0.003,0.042
2759,2.31,0.002,0.046
2760,2.311,0.011,0.031
2761,2.312,0.016,-0.07
2762,2.313,0.018,-0.118
2763,2.314,0.017,-0.189
2764,2.315,0.021,-0.175
2765,2.316,0.028,-0.018
2766,2.317,0.026,0.176
2767,2.318,0.015,0.178
2768,2.319,0.004,0.119
2769,2.32,-0.009,0.122
2770,2.321,-0.014,0.145
2771,2.322,-0.027,0.107
2772,2.323,-0.053,0.077
2773,2.324,-0.061,0.102
2774,2.325,-0.048,0.113
2775,2.326,-0.04,0.138
2776,2.327,-0.042,0.131
2777,2.328,-0.042,0.102
2778,2.329,-0.027,0.0
2779,2.33,0.004,-0.091
2780,2.331,0.041,-0.159
2781,2.332,0.072,-0.143
2782,2.333,0.085,-0.056
2783,2.334,0.072,-0.045
2784,2.335,0.048,-0.041
2785,2.336,0.02,-0.028
2786,2.337,0.003,-0.027
2787,2.338,-0.006,-0.028
2788,2.339,0.001,-0.06
2789,2.34,0.01,-0.071
2790,2.341,0.012,-0.049
2791,2.342,0.005,-0.038
2792,2.343,-0.018,-0.049
2793,2.344,-0.023,-0.06
2794,2.345,-0.004,-0.045
2795,2.346,0.002,-0.031
2796,2.347,0.002,-0.024
2797,2.348,0.004,-0.015
2798,2.349,0.002,-0.001
2799,2.35,-0.001,0.004
2800,2.351,0.0,0.006
2801,2.352,0.002,0.012
2802,2.353,0.002,0.012
2803,2.354,0.002,0.014
2804,2.355,-0.004,0.015
2805,2.356,-0.008,0.016
2806,2.357,-0.008,0.014
2807,2.358,-0.004,0.012
2808,2.359,0.0,0.013
2809,2.36,0.0,0.015
2810,2.361,-0.002,0.018
2811,2.362,-0.01,0.012
2812,2.363,-0.031,0.002
2813,2.364,-0.028,0.002
2814,2.365,0.0,0.014
2815,2.366,0.015,0.013
2816,2.367,0.009,0.007
2817,2.368,0.0,0.011
2818,2.369,-0.002,0.011
2819,2.37,0.005,0.012
2820,2.371,0.015,0.012
2821,2.372,0.005,0.007
2822,2.373,0.009,0.011
2823,2.374,0.013,0.014
2824,2.375,0.014,0.011
2825,2.376,0.003,0.008
2826,2.377,0.0,0.009
2827,2.378,-0.001,0.004
2828,2.379,0.007,0.001
2829,2.38,0.007,-0.001
2830,2.381,-0.005,-0.005
2831,2.382,-0.016,-0.008
2832,2.383,-0.051,-0.021
2833,2.384,-0.062,-0.014
2834,2.385,-0.048,-0.002
2835,2.386,-0.04,0.003
2836,2.387,0.003,0.005
2837,2.388,0.076,0.007
2838,2.389,0.081,0.008
2839,2.39,0.051,0.005
2840,2.391,0.037,0.004
2841,2.392,0.013,0.001
2842,2.393,0.021,0.005
2843,2.394,0.012,0.005
2844,2.395,0.002,0.001
2845,2.396,-0.006,0.003
2846,2.397,-0.034,0.003
2847,2.398,-0.068,0.002
2848,2.399,-0.125,0.0
2849,2.4,-0.169,-0.001
2850,2.401,-0.173,-0.001
2851,2.402,-0.044,-0.004
2852,2.403,0.13,-0.014
2853,2.404,0.132,-0.013
2854,2.405,0.114,0.0
2855,2.406,0.086,0.007
2856,2.407,0.059,0.002
2857,2.408,0.082,0.004
2858,2.409,0.058,0.008
2859,2.41,0.057,0.006
2860,2.411,0.034,0.009
2861,2.412,0.029,0.006
2862,2.413,0.032,0.006
2863,2.414,0.037,0.006
2864,2.415,0.038,0.009
2865,2.416,0.023,0.014
2866,2.417,0.004,0.027
2867,2.418,-0.008,0.03
2868,2.419,-0.024,0.034
2869,2.42,-0.033,0.037
2870,2.421,-0.028,0.017
2871,2.422,-0.031,-0.012
2872,2.423,-0.045,-0.042
2873,2.424,-0.027,-0.041
2874,2.425,-0.011,-0.037
2875,2.426,0.004,-0.055
2876,2.427,0.005,-0.128
2877,2.428,0.015,-0.295
2878,2.429,0.021,-0.315
2879,2.43,0.015,-0.16
2880,2.431,0.014,-0.09
2881,2.432,0.009,-0.015
2882,2.433,0.002,0.166
2883,2.434,-0.004,0.109
2884,2.435,0.004,-0.062
2885,2.436,0.0,0.015
2886,2.437,-0.006,0.141
2887,2.438,-0.01,0.27
2888,2.439,-0.007,0.234
2889,2.44,-0.002,0.188
2890,2.441,0.0,0.078
2891,2.442,-0.009,0.091
2892,2.443,-0.024,0.083
2893,2.444,-0.02,0.029
2894,2.445,-0.003,0.032
2895,2.446,0.005,0.03
2896,2.447,0.0,0.032
2897,2.448,0.002,0.023
2898,2.449,0.007,0.021
2899,2.45,0.011,-0.005
2900,2.451,0.014,-0.006
2901,2.452,0.01,-0.016
2902,2.453,0.01,-0.014
2903,2.454,0.001,-0.021
2904,2.455,0.002,-0.016
2905,2.456,0.0,-0.02
2906,2.457,0.007,-0.017
2907,2.458,0.003,-0.027
2908,2.459,0.0,-0.022
2909,2.46,-0.01,-0.024
2910,2.461,-0.007,-0.023
2911,2.462,0.002,-0.025
2912,2.463,-0.019,-0.039
2913,2.464,-0.01,-0.036
2914,2.465,0.014,-0.023
2915,2.466,0.023,-0.017
2916,2.467,0.021,-0.019
2917,2.468,0.02,-0.019
2918,2.469,0.034,-0.018
2919,2.47,0.051,-0.017
2920,2.471,0.044,-0.015
2921,2.472,0.006,-0.014
2922,2.473,-0.04,-0.01
2923,2.474,-0.056,-0.009
2924,2.475,-0.043,-0.006
2925,2.476,-0.043,-0.002
2926,2.477,-0.042,-0.004
2927,2.478,-0.061,-0.004
2928,2.479,-0.08,-0.003
2929,2.48,-0.086,-0.001
2930,2.481,-0.075,-0.003
2931,2.482,-0.084,-0.008
2932,2.483,-0.113,-0.025
2933,2.484,0.044,-0.023
2934,2.485,0.176,-0.006
2935,2.486,0.1,0.0
2936,2.487,0.054,0.0
2937,2.488,0.009,0.001
2938,2.489,0.058,0.002
2939,2.49,0.123,0.001
2940,2.491,-0.025,0.003
