Time,Tibialis antelior,Gastrocnemius medialis
0.32,0.012,0.007
0.321,0.007,0.003
0.322,0.003,0.001
0.323,0.003,0.003
0.324,0.005,0.002
0.325,0.0,0.0
0.326,0.002,-0.001
0.327,-0.025,-0.016
0.328,-0.058,-0.036
0.329,-0.028,-0.017
0.33,0.017,0.009
0.331,0.02,0.009
0.332,0.012,0.004
0.333,0.022,0.007
0.334,0.016,0.004
0.335,0.009,0.003
0.336,0.012,0.003
0.337,0.025,0.004
0.338,0.026,0.002
0.339,0.003,0.002
0.34,-0.013,0.005
0.341,0.0,0.006
0.342,0.029,0.006
0.343,0.002,0.004
0.344,-0.008,0.001
0.345,-0.006,-0.006
0.346,0.014,-0.012
0.347,-0.002,-0.028
0.348,-0.067,-0.04
0.349,-0.046,-0.02
0.35,0.0,0.006
0.351,0.023,0.008
0.352,0.005,0.002
0.353,0.014,0.007
0.354,0.023,0.003
0.355,0.02,0.006
0.356,0.012,0.008
0.357,0.011,0.009
0.358,0.017,0.011
0.359,0.014,0.011
0.36,0.016,0.009
0.361,0.007,0.005
0.362,0.011,0.0
0.363,0.002,0.002
0.364,0.007,0.0
0.365,0.003,-0.005
0.366,0.004,-0.001
0.367,-0.021,-0.015
0.368,-0.055,-0.029
0.369,-0.028,-0.01
0.37,0.013,0.014
0.371,0.019,0.013
0.372,0.009,0.006
0.373,0.016,0.004
0.374,0.008,0.001
0.375,0.011,0.003
0.376,0.011,0.003
0.377,0.013,0.003
0.378,0.015,-0.001
0.379,0.015,-0.003
0.38,0.017,0.003
0.381,0.014,0.001
0.382,0.01,0.006
0.383,0.006,0.003
0.384,0.007,0.003
0.385,0.004,0.001
0.386,0.0,0.003
0.387,-0.025,-0.015
0.388,-0.063,-0.035
0.389,-0.033,-0.012
0.39,0.012,0.014
0.391,0.017,0.017
0.392,0.005,0.009
0.393,0.014,0.009
0.394,0.011,0.006
0.395,0.015,0.007
0.396,0.01,0.002
0.397,0.01,0.003
0.398,0.014,0.002
0.399,0.012,0.002
0.4,0.012,0.003
0.401,0.007,0.003
0.402,0.006,0.006
0.403,-0.003,0.002
0.404,0.0,0.006
