Time,Tibialis antelior,Gastrocnemius medialis
0.2,-0.002,-0.006
0.201,0.007,-0.001
0.202,0.007,0.001
0.203,0.004,0.003
0.204,0.008,0.003
0.205,0.008,0.0
0.206,0.008,0.0
0.207,0.007,0.001
0.208,0.009,0.002
0.209,0.006,0.002
0.21,0.011,0.001
0.211,0.008,0.001
0.212,0.003,0.002
0.213,-0.003,0.002
0.214,-0.004,0.0
0.215,-0.003,0.001
0.216,-0.002,0.003
0.217,-0.004,0.002
0.218,-0.017,-0.002
0.219,-0.02,-0.002
0.22,-0.004,0.0
0.221,0.006,0.002
0.222,0.006,0.0
0.223,0.008,-0.001
0.224,0.008,0.0
0.225,0.007,0.002
0.226,0.008,0.001
0.227,0.005,0.003
0.228,0.009,0.005
0.229,0.008,0.003
0.23,0.017,0.007
0.231,0.013,0.004
0.232,0.008,0.002
0.233,-0.001,0.0
0.234,-0.001,0.001
0.235,0.001,0.003
0.236,-0.001,0.0
0.237,-0.001,0.002
0.238,-0.008,-0.001
0.239,-0.013,-0.002
0.24,0.0,-0.007
0.241,0.011,-0.004
0.242,0.007,-0.004
0.243,0.005,-0.002
0.244,0.007,-0.001
0.245,0.004,0.001
0.246,0.007,0.006
0.247,0.006,0.001
0.248,0.009,-0.009
0.249,0.01,-0.006
0.25,0.011,0.007
0.251,0.013,0.012
0.252,0.007,0.007
0.253,0.0,0.0
0.254,-0.002,0.0
0.255,0.003,0.002
0.256,0.0,0.0
0.257,0.0,0.0
0.258,-0.012,-0.003
0.259,-0.018,-0.002
0.26,-0.001,0.0
0.261,0.007,0.004
0.262,0.005,0.003
0.263,0.007,0.003
0.264,0.007,0.003
0.265,0.007,-0.001
0.266,0.009,0.0
0.267,0.006,0.0
0.268,0.008,-0.002
0.269,0.005,-0.004
0.27,0.013,-0.007
0.271,0.012,-0.014
0.272,0.009,-0.013
0.273,0.005,-0.016
0.274,-0.001,-0.01
0.275,0.004,-0.006
0.276,0.0,-0.021
0.277,-0.001,-0.03
0.278,-0.013,0.001
0.279,-0.02,0.025
0.28,-0.006,-0.013
0.281,0.006,0.012
0.282,0.004,0.009
0.283,0.005,-0.003
0.284,0.009,0.021
0.285,0.007,0.032
0.286,0.008,0.034
0.287,0.006,0.018
0.288,0.007,0.02
0.289,0.01,0.014
0.29,0.01,0.018
0.291,0.012,0.007
0.292,0.007,0.0
0.293,0.0,-0.009
0.294,-0.001,-0.016
0.295,0.0,-0.018
0.296,0.0,0.007
0.297,-0.003,-0.003
0.298,-0.017,-0.007
0.299,-0.017,-0.001
0.3,0.0,-0.001
0.301,0.008,0.0
0.302,0.009,0.001
0.303,0.01,0.005
0.304,0.011,0.0
0.305,0.01,0.001
0.306,0.011,-0.001
0.307,0.007,0.001
0.308,0.009,0.003
0.309,0.01,0.01
0.31,0.015,0.007
0.311,0.012,0.006
0.312,0.009,0.003
0.313,0.0,0.002
0.314,-0.003,0.001
0.315,0.0,-0.003
0.316,-0.001,-0.018
0.317,-0.001,-0.018
0.318,-0.013,-0.01
0.319,-0.015,-0.012
0.32,0.001,-0.006
0.321,0.008,0.0
0.322,0.007,0.001
0.323,0.008,0.003
0.324,0.006,0.002
0.325,0.008,-0.002
0.326,0.007,-0.005
0.327,0.007,-0.002
0.328,0.011,-0.002
0.329,0.011,0.001
0.33,0.015,0.003
0.331,0.01,0.004
0.332,0.006,0.002
0.333,-0.002,-0.001
0.334,-0.004,-0.002
0.335,-0.001,0.001
0.336,0.001,-0.001
0.337,0.0,-0.001
0.338,-0.011,-0.003
0.339,-0.014,-0.003
0.34,-0.003,0.001
0.341,0.008,0.002
0.342,0.006,0.0
0.343,0.008,0.0
0.344,0.011,0.002
0.345,0.011,0.002
0.346,0.008,0.003
0.347,0.006,0.001
0.348,0.002,0.001
0.349,0.007,0.001
0.35,0.009,0.001
0.351,0.011,0.004
0.352,0.006,0.003
0.353,-0.001,0.002
0.354,-0.001,0.001
0.355,0.003,0.003
0.356,0.0,0.002
0.357,-0.004,0.001
0.358,-0.014,-0.001
0.359,-0.019,-0.001
0.36,-0.001,0.002
0.361,0.006,0.003
0.362,0.008,0.006
0.363,0.009,0.004
0.364,0.007,0.005
0.365,0.007,0.004
0.366,0.007,0.002
0.367,0.006,0.004
0.368,0.008,0.003
0.369,0.006,0.002
0.37,0.012,0.002
0.371,0.008,0.0
0.372,0.003,0.0
0.373,0.0,0.0
0.374,-0.001,0.001
0.375,0.004,0.001
0.376,0.0,0.001
0.377,0.0,0.0
0.378,-0.012,-0.003
0.379,-0.017,-0.002
0.38,0.0,0.001
0.381,0.006,0.003
0.382,0.009,0.001
0.383,0.009,0.001
0.384,0.007,0.0
0.385,0.006,0.0
0.386,0.008,0.0
0.387,0.007,0.0
0.388,0.008,0.0
0.389,0.009,0.0
0.39,0.015,0.001
0.391,0.012,0.0
0.392,0.011,0.0
0.393,-0.001,-0.001
0.394,0.0,-0.001
0.395,0.0,-0.003
0.396,-0.001,-0.002
0.397,-0.003,-0.002
0.398,-0.016,-0.005
0.399,-0.019,-0.005
0.4,-0.004,-0.001
0.401,0.009,0.0
0.402,0.009,0.002
0.403,0.009,0.0
0.404,0.011,0.001
0.405,0.007,0.001
0.406,0.01,0.0
0.407,0.008,0.0
0.408,0.009,0.001
0.409,0.005,0.0
0.41,0.011,0.002
0.411,0.01,0.003
0.412,0.007,0.0
0.413,0.0,0.0
0.414,-0.004,-0.001
0.415,0.0,0.001
0.416,-0.002,-0.001
0.417,-0.002,0.0
0.418,-0.015,-0.004
0.419,-0.014,-0.006
0.42,-0.001,-0.003
0.421,0.007,-0.001
0.422,0.006,0.0
0.423,0.008,0.0
0.424,0.008,0.001
0.425,0.009,0.001
0.426,0.009,0.001
0.427,0.006,0.0
0.428,0.008,0.0
0.429,0.008,0.003
0.43,0.013,0.001
0.431,0.012,0.0
0.432,0.008,0.0
0.433,-0.002,-0.002
0.434,-0.003,-0.001
0.435,-0.001,-0.001
0.436,0.0,0.001
0.437,0.0,-0.001
0.438,-0.013,-0.001
0.439,-0.015,-0.003
0.44,0.001,0.0
0.441,0.009,0.0
0.442,0.009,-0.003
0.443,0.008,-0.001
0.444,0.007,-0.001
0.445,0.006,0.0
0.446,0.01,-0.001
0.447,0.006,-0.002
0.448,0.006,-0.002
0.449,0.008,-0.001
0.45,0.012,0.002
0.451,0.009,0.005
0.452,0.007,0.0
0.453,-0.002,-0.008
0.454,-0.002,-0.002
0.455,0.0,-0.005
0.456,-0.001,-0.008
0.457,-0.001,-0.001
0.458,-0.014,-0.002
0.459,-0.019,-0.004
0.46,-0.002,-0.002
0.461,0.004,-0.002
0.462,0.005,-0.002
0.463,0.008,0.007
0.464,0.011,0.005
0.465,0.011,0.005
0.466,0.009,0.005
0.467,0.006,0.004
0.468,0.008,0.007
0.469,0.008,0.009
0.47,0.011,0.013
0.471,0.011,0.015
0.472,0.007,0.007
0.473,0.0,-0.014
0.474,-0.002,-0.02
0.475,0.0,-0.003
0.476,0.0,-0.004
0.477,0.0,-0.006
0.478,-0.01,-0.008
0.479,-0.013,-0.007
0.48,-0.001,0.006
0.481,0.006,0.006
0.482,0.007,0.004
0.483,0.007,0.0
0.484,0.007,0.0
0.485,0.011,0.004
0.486,0.012,0.0
0.487,0.006,0.0
0.488,0.008,0.001
0.489,0.008,0.001
0.49,0.011,0.001
0.491,0.012,0.001
0.492,0.009,0.0
0.493,0.0,-0.001
