Time,Tibialis antelior,Gastrocnemius medialis
0.34,-0.001,-0.003
0.341,-0.016,-0.011
0.342,-0.026,-0.013
0.343,-0.006,-0.003
0.344,0.011,0.003
0.345,0.003,0.002
0.346,0.0,0.0
0.347,0.003,0.001
0.348,-0.002,0.003
0.349,0.004,0.0
0.35,0.004,0.001
0.351,0.001,0.0
0.352,0.005,-0.001
0.353,0.002,-0.003
0.354,0.004,0.0
0.355,0.007,-0.001
0.356,0.002,-0.002
0.357,0.004,-0.009
0.358,0.005,-0.013
0.359,0.002,-0.011
0.36,0.001,0.001
0.361,-0.014,-0.003
0.362,-0.024,-0.019
0.363,-0.001,-0.004
0.364,0.011,0.01
0.365,0.012,-0.041
0.366,0.012,-0.082
0.367,0.011,-0.046
0.368,0.011,0.009
0.369,0.015,0.111
0.37,0.012,0.099
0.371,0.011,0.02
0.372,0.006,0.032
0.373,0.009,0.0
0.374,0.011,0.004
0.375,0.005,-0.002
0.376,0.003,-0.002
0.377,0.006,0.002
0.378,0.006,0.017
0.379,0.003,0.001
0.38,-0.001,0.002
0.381,-0.018,0.002
0.382,-0.025,0.0
0.383,-0.005,0.014
0.384,0.007,0.007
0.385,0.016,0.005
0.386,0.014,-0.006
0.387,0.011,-0.009
0.388,0.008,-0.026
0.389,0.004,-0.005
0.39,0.006,0.06
0.391,0.007,0.062
0.392,0.004,-0.118
0.393,0.008,-0.246
0.394,0.005,-0.151
0.395,0.006,0.01
0.396,0.003,-0.09
0.397,-0.002,-0.06
0.398,0.002,0.053
0.399,0.002,0.0
0.4,-0.002,0.038
0.401,-0.019,0.143
0.402,-0.023,0.103
0.403,-0.006,0.062
0.404,0.011,0.08
0.405,0.008,-0.018
0.406,0.006,0.029
0.407,0.013,0.011
0.408,0.006,0.016
0.409,0.003,0.076
0.41,0.008,0.033
0.411,0.012,0.082
0.412,0.007,0.049
0.413,0.007,-0.025
0.414,0.007,0.0
0.415,0.005,-0.026
0.416,0.002,0.027
0.417,0.004,0.038
0.418,0.001,0.001
0.419,0.003,-0.024
0.42,0.002,-0.004
0.421,-0.017,-0.04
0.422,-0.022,-0.087
0.423,-0.006,-0.064
0.424,0.007,0.03
0.425,0.006,0.0
0.426,0.006,-0.016
0.427,0.01,-0.009
0.428,0.009,-0.027
0.429,0.011,-0.034
0.43,0.013,-0.045
0.431,0.011,0.033
0.432,0.007,0.053
0.433,0.008,0.013
0.434,0.004,0.001
0.435,0.006,-0.011
0.436,0.006,0.008
0.437,0.0,0.05
0.438,0.002,0.032
0.439,0.002,-0.008
0.44,-0.002,-0.002
0.441,-0.021,-0.018
0.442,-0.024,-0.02
0.443,-0.001,-0.005
0.444,0.011,0.001
0.445,0.012,0.0
0.446,0.005,-0.002
0.447,0.011,-0.002
0.448,0.007,-0.017
0.449,0.006,-0.015
0.45,0.006,-0.012
0.451,0.011,-0.014
0.452,0.005,-0.01
0.453,0.007,0.011
0.454,0.004,0.019
0.455,0.009,-0.008
0.456,0.006,-0.024
0.457,0.0,0.008
0.458,0.003,0.003
0.459,-0.003,0.007
0.46,-0.001,-0.002
0.461,-0.018,-0.009
0.462,-0.025,-0.01
0.463,0.0,0.0
0.464,0.014,0.006
0.465,0.009,0.001
0.466,0.011,0.003
0.467,0.012,0.003
0.468,0.002,0.003
0.469,0.002,0.003
0.47,0.001,0.007
0.471,0.005,0.007
0.472,0.006,0.009
0.473,0.005,0.003
0.474,0.005,-0.006
0.475,0.009,-0.012
0.476,0.001,-0.024
0.477,0.0,-0.014
0.478,-0.001,0.002
0.479,-0.003,0.001
0.48,-0.003,0.006
0.481,-0.019,-0.006
0.482,-0.024,-0.015
0.483,-0.008,-0.003
0.484,0.008,0.007
0.485,0.009,0.005
0.486,0.014,0.004
0.487,0.012,0.003
0.488,0.01,0.0
0.489,0.01,0.001
0.49,0.008,0.0
0.491,0.012,0.001
0.492,0.009,0.001
0.493,0.008,0.002
0.494,0.01,0.001
0.495,0.006,0.003
0.496,0.004,0.001
0.497,0.005,0.001
0.498,0.004,0.002
0.499,0.006,0.0
0.5,0.001,0.0
0.501,-0.017,-0.009
0.502,-0.021,-0.013
0.503,0.0,-0.002
0.504,0.014,0.004
0.505,0.013,0.003
0.506,0.012,0.001
0.507,0.011,0.001
0.508,0.007,0.0
0.509,0.007,0.003
0.51,0.006,0.003
0.511,0.011,0.002
0.512,0.008,0.001
0.513,0.01,0.002
0.514,0.009,0.001
0.515,0.007,0.002
0.516,0.0,0.0
0.517,0.004,0.0
0.518,0.002,0.001
0.519,0.0,0.001
0.52,0.0,-0.001
0.521,-0.019,-0.011
0.522,-0.023,-0.013
0.523,0.0,-0.002
0.524,0.011,0.005
0.525,0.01,0.003
0.526,0.011,0.003
0.527,0.007,0.005
0.528,0.002,0.001
0.529,0.011,0.005
0.53,0.008,0.003
0.531,0.008,0.004
0.532,0.005,0.004
0.533,0.008,0.003
0.534,0.007,0.003
0.535,0.004,0.001
0.536,0.005,0.0
0.537,0.0,-0.001
0.538,0.005,-0.001
0.539,0.0,-0.001
0.54,0.0,-0.002
0.541,-0.015,-0.012
0.542,-0.024,-0.013
0.543,-0.001,-0.002
0.544,0.014,0.007
0.545,0.007,0.005
0.546,0.011,0.007
0.547,0.017,0.006
0.548,0.008,0.006
0.549,0.012,0.007
0.55,0.01,0.004
0.551,0.009,0.006
0.552,0.008,0.003
0.553,0.009,0.003
0.554,0.008,0.002
0.555,0.009,0.001
0.556,0.004,0.0
0.557,0.007,0.0
0.558,0.008,-0.001
0.559,0.004,0.0
0.56,0.003,0.0
0.561,-0.015,-0.009
0.562,-0.023,-0.011
0.563,-0.004,-0.003
0.564,0.01,0.003
0.565,0.011,0.003
0.566,0.011,0.003
0.567,0.01,0.004
0.568,0.006,0.003
0.569,0.008,0.004
0.57,0.006,0.003
0.571,0.013,0.0
0.572,0.009,0.0
0.573,0.006,0.003
0.574,0.01,0.0
0.575,0.007,0.001
0.576,0.0,0.0
0.577,0.003,0.0
0.578,0.001,0.0
0.579,0.0,0.0
0.58,0.001,0.0
0.581,-0.018,-0.008
0.582,-0.021,-0.009
0.583,-0.003,0.0
0.584,0.011,0.008
0.585,0.01,0.005
0.586,0.01,0.003
